xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1961,-1180,-346,117,-408,-436
-1961,-800,-243,50,-394,-436
-1961,-592,-198,-99,-365,-436
-1619,-270,-107,-35,-259,-436
-1359,147,154,117,-224,-436
-822,561,242,104,-284,-436
-82,622,102,-7,-237,-436
280,552,54,-78,-143,-435
338,484,157,-33,-95,-339
501,539,144,12,-79,-248
643,544,106,-19,-63,-208
813,461,53,-8,-19,-151
798,466,124,17,9,-91
846,558,22,-11,-18,-50
969,493,-219,-39,3,24
1018,236,-670,-53,45,66
1099,27,-823,52,215,63
852,203,-653,76,381,69
663,21,-440,-8,436,71
277,-191,-323,-37,436,72
-67,-540,-111,-21,436,1
-506,-606,306,25,436,-61
-896,-692,871,4,436,-170
-807,-689,1383,63,436,-262
-1110,259,1938,5,436,-273
-1034,-11,1961,-150,436,-265
-1093,373,1961,51,320,-208
-886,904,1961,-136,80,-105
-732,661,1941,-57,5,-6
-526,1038,1384,-31,-86,143
-389,884,1008,16,-18,310
-601,1059,1116,-24,47,390
-837,606,1039,6,-5,436
-723,942,921,48,43,436
-1013,879,882,-104,101,436
-1363,487,961,-73,41,436
-1431,430,834,-143,-18,436
-1429,43,725,-279,-31,436
-1293,-341,445,-346,-107,407
-478,-1252,421,-286,62,276
-536,-1375,1297,-14,175,197
-671,-608,1744,119,0,66
-183,86,1342,-46,-52,6
-128,-89,1226,-58,8,21
-203,23,1274,-71,16,8
-177,-76,1202,-68,15,-1
-166,107,1148,-50,31,-17
-248,115,1090,-86,32,-11
-169,31,938,-91,27,-6
-261,-96,848,-93,43,-24
-244,-112,774,-86,74,-60
-330,-90,683,-102,102,-93
-198,-206,489,-105,128,-95
-452,-211,589,-66,241,-120
-444,-85,557,-66,268,-127
-501,-77,526,-95,385,-112
-728,-118,675,-121,421,-76
-919,-302,612,-130,394,-41
-1141,-472,856,-37,354,-80
-1093,-72,1020,-73,243,-46
-1017,-167,843,-201,131,-13
-974,-281,639,-219,161,29
-1250,-205,700,-210,178,124
-1309,-186,581,-256,113,173
-1269,-234,363,-334,62,193
-1202,-333,183,-359,53,212
-1199,-534,130,-280,97,212
-1185,-494,242,-175,134,181
-1192,-557,308,-76,179,147
-1236,-369,427,10,185,127
-1239,-160,550,-42,101,60
-1025,-186,282,-140,21,8
-943,-281,96,-102,4,0
-884,-249,25,-20,-1,2
-901,-159,28,24,6,1
-950,-79,70,20,-6,-17
-921,-48,25,9,-28,-34
-887,-19,-14,16,-26,-38
-884,40,11,46,-19,-24
-892,84,56,100,-34,17
-915,152,102,127,-48,31
-842,131,47,73,-44,11
-822,117,21,47,-3,2
-913,133,126,22,12,8
-911,103,125,-9,6,2
-891,70,72,-26,2,1
