xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1527,-802,-593,-300,377,-321
-1554,-644,-532,-228,391,-319
-1559,-338,-424,-117,400,-286
-1454,24,-245,-92,389,-225
-1253,78,-110,-138,375,-159
-1092,54,-2,-151,360,-101
-925,3,112,-159,336,-63
-729,-108,230,-86,307,-39
-627,-1,305,-20,269,-31
-423,-17,259,-32,240,-32
-452,-130,467,-44,228,-44
-529,-99,728,-45,49,-30
-401,35,428,-96,-172,5
-277,-129,-242,-149,-291,1
-328,-122,-857,-159,-322,6
-242,-353,-1427,-113,-291,50
-194,-470,-1696,-22,-210,56
-219,-528,-1960,-17,-135,52
-156,-715,-1961,-3,0,31
-227,-709,-1783,50,158,-10
-337,-499,-1233,73,267,-48
-373,-233,-577,46,318,-78
-470,-117,-10,48,265,-42
-487,-219,341,91,131,-27
-213,398,251,102,25,4
-363,31,323,-61,-13,16
-440,-56,173,-21,-155,50
-323,-16,-282,-47,-239,47
-296,-199,-765,-80,-239,50
-342,-349,-1168,-85,-241,63
-191,-656,-1626,-35,-189,60
-308,-718,-1702,-10,-85,38
-290,-846,-1801,-11,-2,-5
-230,-778,-1714,44,127,-43
-350,-549,-1255,45,243,-72
-324,-412,-782,49,284,-80
-422,-129,-195,40,284,-67
-283,-142,174,21,233,-48
-459,-239,673,13,119,-42
-587,66,852,122,-6,-29
-711,270,762,-70,-186,-5
-868,-217,468,-83,-325,22
-1106,-64,46,41,-430,36
-1152,47,-366,19,-436,73
-1300,-245,-508,106,-436,137
-1411,-254,-537,219,-436,197
-1449,-322,-508,364,-436,304
-1430,-404,-423,436,-423,386
-1439,-430,-305,436,-386,432
-1303,-459,-212,436,-292,436
-1216,-218,10,436,-132,436
-1332,59,267,428,-51,358
-1188,22,360,170,30,262
-1172,-135,448,0,109,195
-1163,-328,523,-72,130,122
-1168,-369,574,-63,101,46
-1125,-266,557,-40,48,-8
-1044,-130,510,-48,10,-49
-944,-48,450,-90,1,-82
-902,-34,437,-135,21,-109
-931,-58,454,-156,33,-130
-981,-73,494,-131,20,-149
-1012,-28,488,-77,-12,-157
-999,110,443,-31,-48,-166
-950,232,390,-17,-58,-149
-901,275,350,-22,-50,-118
-914,232,350,-23,-32,-84
-906,154,344,-6,-21,-70
-927,156,357,13,-18,-62
-931,124,374,20,-23,-47
-914,99,352,15,-30,-44
-888,99,332,11,-25,-40
-861,96,326,5,-14,-28
-843,70,339,3,-1,-13
-851,52,364,7,8,0
-876,31,397,4,12,9
-902,11,418,4,10,19
-902,-14,418,6,7,25
-904,-25,411,6,7,24
-907,-30,420,3,9,19
-911,-29,428,1,9,15
-919,-30,427,3,7,12
-921,-11,420,4,4,10
-916,-5,415,3,4,8
-907,-14,415,0,5,6
-910,-12,420,0,4,3
