xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-929,-1,458,11,1,-16
-1009,-10,479,10,-11,-18
-1014,25,585,23,-37,-84
-664,346,845,38,31,-170
-804,1837,1856,192,66,-15
-1201,1961,1911,-182,-103,240
-1810,721,1822,-292,-213,351
-1728,226,1413,-175,-277,296
-1786,43,1158,-152,-278,260
-1841,-222,860,-104,-307,233
-1472,-401,404,-72,-308,179
-1141,-497,135,-35,-234,149
-945,-1012,-193,32,-198,104
-489,-955,-515,121,-112,6
-293,-783,-682,63,39,-63
-217,-865,-645,37,124,-137
-65,-551,-711,47,161,-206
9,-307,-799,-14,294,-239
-328,-212,-611,-35,390,-238
-539,-201,-848,-48,415,-251
-804,0,-1249,-178,436,-269
-1704,68,-1625,-324,436,-254
-1961,-570,-1639,-380,436,-223
-1961,-739,-990,-192,436,-198
-1961,105,-374,-198,436,-216
-1961,-369,496,-73,436,-101
-1961,104,1431,75,165,-53
-1961,632,1752,-147,32,-96
-1961,58,1623,-125,-283,-16
-1961,-110,151,-114,-436,45
-1961,-353,-821,-158,-436,13
-1859,-561,-1481,-93,-436,19
-1429,-350,-1663,46,-436,93
-948,-307,-1846,29,-436,88
-657,-637,-1961,80,-428,84
594,-539,-1961,145,-285,18
930,-164,-1961,75,8,-31
990,36,-1961,-50,183,-108
415,56,-1961,-78,379,-96
-376,-91,-1961,-111,436,-109
-1084,-152,-1898,-139,436,-65
-1961,-327,-1566,-110,436,6
-1961,-940,-911,-38,436,36
-1961,-944,-111,10,436,-59
-1961,-689,897,189,422,-49
-1961,520,1855,158,167,-50
-1961,337,1961,64,-105,18
-1961,413,983,23,-436,64
-1961,94,-335,-33,-436,99
-1961,-111,-954,-1,-436,159
-1750,-239,-1508,-94,-436,113
-1348,-371,-1630,-60,-436,85
-944,-396,-1785,56,-436,139
-277,-645,-1961,65,-367,84
228,-299,-1865,76,-191,28
474,-492,-1684,96,-31,22
627,-134,-1524,74,127,-29
233,-352,-1377,-9,261,-62
174,-170,-1781,-39,352,-120
-323,-239,-1961,-149,436,-116
-877,-275,-1961,-68,436,-66
-1664,69,-1961,-41,436,21
-1961,-958,-1486,79,436,124
-1961,-769,-175,249,436,0
-1961,-380,497,100,352,-164
-1961,61,969,169,98,-169
-1961,572,1277,84,-120,-144
-1961,390,849,61,-369,-81
-1905,435,190,12,-436,-18
-1961,204,-413,-62,-436,12
-1961,-153,-1363,-57,-436,10
-1018,-348,-1703,232,-436,69
-1016,103,-1163,326,-436,232
-1040,-183,-1095,197,-436,288
-718,-445,-961,100,-322,246
-504,-300,-685,-31,-108,187
-574,-219,-387,-202,26,148
-710,-313,-187,-267,71,111
-718,-340,-24,-195,121,101
-808,-401,118,-41,202,111
-990,-345,318,128,247,99
-1171,-163,510,189,230,37
-1094,82,665,117,218,-7
-1158,173,869,-4,229,8
-1345,-180,1036,-33,159,21
-1210,-432,1032,127,75,12
