xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1001,122,499,-91,-200,35
-1418,317,949,-133,-356,55
-1252,234,1188,-124,-436,133
-667,348,924,-73,-436,144
-880,637,900,-82,-436,166
-325,627,883,-172,-286,241
-862,526,1214,-259,-86,296
-874,131,1330,-232,-135,336
-691,-158,1010,-181,-159,216
-375,-417,589,-35,-167,95
-268,-89,609,94,-149,-7
-41,159,481,53,-98,-10
-80,58,551,14,-24,13
-134,133,729,14,-2,10
-206,130,735,-18,23,8
-441,175,900,8,82,19
-483,176,1069,1,82,2
-239,75,940,45,52,-40
-91,112,763,25,140,-71
-275,60,822,-39,280,-103
-183,-127,703,-82,406,-122
-436,-142,383,-73,436,-140
-1482,92,-277,-90,436,-104
-1961,379,429,-158,436,26
-1961,-951,1374,-88,245,2
-1961,-1961,1455,293,-206,-140
-1961,-889,588,436,-436,-436
-1788,-141,382,334,-436,-436
-1359,-112,1381,-103,-436,-436
-978,-876,1311,-83,-436,-436
-1110,-142,1035,150,-436,-436
-632,426,605,99,-436,-436
-157,198,346,-21,-436,-436
183,-148,17,-6,-436,-365
510,-94,-296,32,-436,-369
571,-35,-293,134,-436,-367
882,253,-474,249,-165,-246
504,462,-138,248,236,-94
-158,488,672,244,436,60
-707,302,1168,202,436,108
312,171,1961,195,434,166
-490,-295,1961,-253,-164,282
718,-978,-79,-63,-266,-18
1247,166,102,161,144,-95
367,472,1712,-53,174,-48
958,-60,1277,-2,-48,64
934,-220,985,-62,11,24
594,-95,1346,-3,-25,-38
788,198,1139,-55,-111,-3
843,93,861,-155,-69,59
888,-81,761,-183,123,104
-50,38,862,-147,255,160
-230,-266,573,-307,354,105
-127,-808,527,-180,355,-162
-434,-78,671,56,223,-216
207,270,546,-26,134,-90
611,-14,492,-80,251,-41
426,26,483,-76,326,65
381,-126,570,-21,436,145
-158,136,869,-17,436,288
-211,-362,1099,-150,436,341
-1052,-630,1523,-10,436,301
-651,-296,1059,147,381,394
-829,-269,979,16,436,403
-1373,-473,1091,-42,432,213
-1406,-234,775,113,364,221
-1308,170,537,147,436,186
-1539,1587,622,-199,436,213
-1961,-182,381,-436,436,47
-1961,-1936,326,-436,199,98
-939,-1380,119,254,-29,86
-1145,-177,91,436,-84,29
-911,511,6,223,-229,-16
-558,375,-60,-85,-111,-5
-864,-69,-52,-194,-28,-13
-900,-246,-42,-121,0,-41
-1010,-232,69,38,14,-50
-1081,79,377,220,-63,-3
-939,513,219,326,-133,70
-789,521,174,206,-92,67
-891,262,144,123,-43,50
-859,222,115,45,-34,9
-827,195,101,-108,6,-51
-835,91,43,-195,43,-79
-870,-17,59,-154,54,-64
-918,-18,136,-22,33,-16
