xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1425,-251,-1262,-16,436,-199
-1961,342,-892,119,436,41
-1961,308,556,221,328,41
-1961,1333,1422,238,-5,1
-1961,1529,1830,-49,-101,67
-1961,0,781,-148,-259,121
-1665,-483,-465,-87,-381,124
-953,-797,-1025,-158,-353,51
248,-1419,-1450,-144,-330,24
874,-1817,-1961,-25,-162,9
921,-1555,-1961,2,40,-134
227,-930,-1790,25,268,-154
-646,-455,-1221,102,395,-113
-1814,234,-284,120,436,-39
-1961,983,1545,109,390,60
-1961,1459,1934,12,-16,57
-1961,1567,1748,-126,-129,147
-1961,345,730,-321,-295,115
-1651,-516,-962,-254,-436,80
-46,-1297,-1844,-286,-411,91
690,-1961,-1961,-73,-184,109
755,-1924,-1961,133,-9,22
68,-1369,-1744,160,203,-117
-456,-269,-864,217,241,-120
-1190,-194,-828,261,326,-58
-1961,1035,391,171,329,-60
-1961,771,768,56,185,-44
-1961,1071,1142,175,37,83
-1839,1094,1061,3,-113,107
-1691,537,667,-79,-220,196
-1733,133,73,-90,-325,263
-1301,107,-528,-96,-348,289
-1132,-85,-628,-207,-201,343
-1235,-522,-497,-291,-194,294
-1031,-797,-435,-224,-288,222
-624,-587,-499,-186,-279,127
-378,-306,-405,-274,-125,5
-473,-485,-160,-209,7,0
-661,-389,131,-34,30,23
-684,-254,280,95,62,9
-791,-51,453,140,120,-31
-924,154,587,134,147,-76
-972,332,663,105,140,-102
-919,378,664,116,141,-100
-878,463,730,129,168,-45
-1041,301,694,103,167,3
-1210,117,889,135,97,-7
-1238,59,675,281,-62,17
-922,227,261,307,-132,-74
-976,382,164,192,-116,-128
-859,423,73,108,-118,-101
-638,336,5,110,-23,-19
-717,234,125,161,60,72
-842,257,482,144,65,98
-843,110,382,88,40,59
-976,201,229,91,23,4
-1122,411,281,48,4,-25
-990,475,275,-42,-20,-12
-975,296,210,-123,-12,-1
-857,140,174,-134,-10,-13
-767,114,224,-112,9,-9
-830,123,286,-104,15,-6
-825,118,299,-122,22,-14
-917,94,257,-153,27,-18
-937,50,203,-141,18,-11
-933,40,204,-118,25,2
-955,21,210,-109,17,5
-885,-39,186,-86,21,6
-920,-60,253,-40,31,8
-996,-56,285,16,22,15
-972,-22,259,66,1,15
-983,30,274,79,0,12
-972,99,294,66,-15,-2
-907,99,266,43,-28,-12
-876,88,220,29,-20,-17
-907,103,208,25,-22,-18
-874,139,188,18,-24,-20
-845,169,202,7,-22,-11
-848,152,200,-10,-14,0
-845,130,199,-32,-2,-2
-895,100,250,-41,11,-2
-913,96,282,-44,3,-4
-908,86,262,-45,2,-3
-902,93,253,-33,8,2
-913,110,271,-27,15,12
-911,97,289,-44,19,14
