xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-931,324,393,-53,-31,-69
-882,487,479,-114,-41,-18
-910,528,436,-241,-71,10
-868,442,423,-316,-44,14
-1020,445,662,-324,17,28
-1361,322,973,-345,-67,10
-1338,289,941,-335,-211,2
-1184,157,749,-320,-232,-2
-1266,-156,699,-261,-211,7
-1095,-219,673,-193,-206,28
-1120,-278,588,-239,-213,-9
-1035,-480,274,-267,-273,-68
-747,-565,4,-196,-266,-74
-457,-530,-225,-144,-197,-87
-224,-429,-324,-111,-72,-75
-194,-378,-350,-78,45,-40
-213,-583,-435,16,133,-15
-457,-542,-332,152,187,-27
-428,-330,-456,193,230,-91
-566,-155,-515,174,331,-106
-803,-173,-527,157,393,-108
-1036,28,-675,219,436,-86
-1402,46,-440,266,436,-72
-1961,404,1090,376,436,43
-1961,751,1961,436,406,25
-1961,1961,1961,142,-105,-94
-1961,1821,1802,-349,-316,-133
-1716,753,192,-344,-376,8
-1555,-201,-387,-290,-281,130
-1302,-1032,-1058,-262,-371,76
-46,-1571,-1961,-95,-373,148
537,-1961,-1961,-71,-45,19
-34,-1622,-1961,122,211,-98
-624,-465,-1436,174,323,-136
-1210,-180,-868,172,436,-88
-1961,163,958,318,436,25
-1961,1580,1961,96,212,-76
-1961,1358,1961,-116,-98,-75
-1949,1192,1930,-140,-235,61
-1625,232,748,-204,-349,143
-1449,-456,-277,-170,-342,168
-1026,-845,-985,-189,-304,151
-208,-1432,-1705,-139,-291,93
455,-1769,-1961,-30,-88,31
100,-1468,-1961,56,210,-61
-637,-814,-1229,143,322,-114
-966,-249,-814,158,355,-113
-1400,-230,-528,210,434,-48
-1954,-116,139,327,403,51
-1852,201,254,342,245,11
-1881,1005,1323,260,294,97
-1961,718,1875,92,66,48
-1698,833,1429,-31,-163,17
-1471,583,637,-168,-258,46
-1406,73,-129,-193,-284,56
-1250,-225,-365,-159,-320,46
-973,-164,-505,-137,-333,58
-835,-285,-503,-137,-278,97
-780,-393,-384,-117,-274,89
-670,-300,-232,-93,-246,72
-658,-151,-13,-71,-168,81
-693,-41,152,-76,-112,131
-728,-68,277,-98,-43,188
-722,-175,394,-66,32,196
-794,-262,608,-19,115,172
-984,-207,823,0,97,95
-936,-90,807,-23,20,48
-761,-83,652,-64,12,7
-763,-44,611,-64,55,-4
-802,2,628,-39,79,14
-870,3,617,-14,94,35
-912,-62,551,17,98,49
-949,-100,546,56,117,32
-1000,-54,549,69,96,1
-923,40,502,56,59,-28
-895,78,449,33,48,-28
-956,38,373,17,16,-18
-847,3,275,28,10,-25
-852,4,303,59,42,-15
-894,13,378,75,44,4
-909,33,431,92,37,11
-972,76,461,117,27,18
-957,91,403,136,-5,27
-882,83,316,130,-12,21
-891,187,291,57,-5,-19
-874,102,167,-57,22,-73
