xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-272,-532,-152,41,-1,50
-241,-441,-106,96,87,33
-239,-344,-49,46,87,8
-40,-339,-49,46,46,0
182,-365,-83,77,58,1
291,-320,-179,128,126,-18
516,-71,-869,145,207,-67
707,82,-1528,-10,376,-11
638,-501,-1961,-53,393,-65
410,-151,-1961,100,436,-126
-583,-23,-1961,69,436,-97
-1308,138,-1961,-146,436,-90
-1961,-312,-1961,-436,436,-40
-1961,-1287,-1961,-315,436,147
-1961,-893,-1464,436,399,192
-1961,364,-125,332,-111,-51
-1631,421,-340,-198,-436,-45
-1090,-1,-700,-352,-436,53
-230,-370,-1738,-265,-436,57
774,-526,-1961,-167,-436,73
1961,-635,-1961,62,-436,-106
1961,196,-1961,-1,-192,-42
1961,-629,-1961,-155,245,29
1165,-354,-1778,37,389,-82
449,-273,-1490,31,436,-7
-403,-315,-1746,56,436,2
-1380,-258,-1961,83,436,14
-1961,-258,-1961,53,436,192
-1961,-668,-1111,390,436,199
-1961,587,-3,287,-78,-49
-1926,378,-560,-151,-436,-21
-1174,131,-851,-225,-436,52
-364,-43,-1537,-300,-436,140
245,-536,-1713,-418,-436,203
1431,-1059,-1961,-73,-436,-89
1961,36,-1961,296,-337,-48
1961,-14,-1961,-329,57,182
1283,-1380,-1961,-183,313,58
674,-563,-1961,256,436,-32
52,-263,-1961,436,436,-52
-1202,153,-1961,267,436,28
-1961,-244,-1961,-23,436,77
-1961,-691,-330,134,436,78
-1961,155,-359,436,-170,-34
-1360,626,-333,139,-436,41
-786,312,-604,-196,-436,59
-557,-39,-790,-342,-436,24
-647,-492,-953,-215,-436,2
-629,-153,-749,33,-436,-78
-610,143,-921,-52,-436,-36
-323,101,-935,-143,-436,-5
-325,60,-552,-221,-436,-46
-565,161,-498,-326,-362,-73
-785,96,-419,-430,-413,-57
-647,-100,-555,-343,-436,-1
-393,-163,-523,-249,-407,27
-417,-212,-382,-171,-245,55
-509,-194,-245,-119,-165,82
-518,-305,-183,-111,-98,87
-580,-335,-130,3,-6,113
-702,-212,-57,98,77,147
-959,-158,130,55,117,162
-986,-302,177,3,65,146
-939,-380,166,34,94,113
-1048,-307,243,91,116,97
-1036,-294,238,144,93,100
-978,-286,235,225,102,92
-1119,-103,386,326,119,74
-1200,149,427,297,52,66
-1133,107,370,169,-4,24
-1037,117,236,128,-15,-8
-1077,72,163,109,-8,-14
-1003,88,146,141,-14,-23
-911,145,124,143,-14,-17
-888,93,120,141,-11,-5
-898,136,125,156,-19,3
-868,154,76,127,-19,12
-917,140,83,90,-11,13
-920,110,85,49,-16,11
-920,64,81,27,-16,1
-895,97,62,0,-20,-13
-863,76,22,-32,-16,-16
-865,16,10,-28,-6,-9
-906,12,59,5,-9,1
-911,47,94,14,-15,5
-876,36,87,-12,-17,3
