xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1961,-1036,92,80,-436,-436
-1739,-691,-49,131,-436,-436
-1486,-448,-124,136,-436,-436
-1243,-226,-234,127,-436,-436
-875,22,-319,147,-436,-436
-512,115,-354,177,-436,-436
-387,237,-381,167,-436,-436
-195,351,-474,134,-436,-436
28,480,-520,141,-436,-436
216,448,-595,133,-436,-401
329,313,-538,143,-418,-307
322,355,-580,148,-310,-252
-161,440,-461,134,-294,-187
-416,420,-710,69,-360,-116
-567,463,-1106,-45,-390,-49
-357,306,-1477,-147,-404,-120
-54,378,-1580,-19,-215,-154
-192,845,-1369,110,-10,-72
-238,993,-1116,114,40,75
-242,852,-982,4,46,284
-304,406,-1090,-108,62,399
-336,-18,-1205,-81,63,379
-248,37,-1223,27,110,297
-256,296,-1246,10,107,323
-41,104,-1373,-49,153,350
45,-67,-1420,-52,245,382
115,-157,-1360,-31,382,391
-84,-146,-1166,-14,436,368
57,-258,-1150,25,436,369
-140,-236,-966,101,436,353
-612,-203,-685,154,436,291
-925,-110,-545,211,436,172
-1273,42,-524,245,436,120
-1638,136,-650,319,436,91
-1961,331,-946,436,436,23
-1961,1418,-902,436,436,-56
-1961,1961,622,49,436,151
-1961,441,1264,-352,436,227
-1961,-1228,1075,58,161,314
-1351,-302,616,436,43,109
-1517,1071,636,172,5,-198
-1220,733,117,-187,-1,-324
-1058,452,165,-189,206,-228
-1193,112,220,-44,202,-77
-1212,209,204,210,225,68
-1040,352,170,232,175,110
-1213,364,117,197,265,62
-1413,587,345,17,229,-42
-1122,365,136,-188,149,-114
-1204,162,-17,-194,174,-89
-1236,113,34,-126,170,-52
-1159,233,67,-137,165,-48
-1188,324,63,-244,147,-75
-1066,272,-18,-378,170,-101
-1111,151,25,-436,200,-107
-1149,-10,34,-436,154,-93
-1127,-80,5,-409,98,-46
-1100,-125,-10,-323,52,-4
-1011,-170,-39,-262,22,31
-1001,-243,-18,-215,4,41
-990,-287,11,-169,-16,36
-998,-316,27,-125,-45,-4
-953,-252,0,-94,-72,-67
-933,-156,-38,-76,-77,-118
-908,-67,-40,-76,-66,-152
-884,-15,-45,-79,-36,-170
-1020,79,-17,-87,-7,-194
-955,215,9,-133,-67,-253
-749,257,-62,-137,-42,-293
-694,279,7,1,45,-129
-818,247,94,163,103,92
-997,99,174,237,79,195
-1064,178,344,190,79,164
-1197,164,384,15,27,16
-978,31,155,-43,-56,-21
-922,-52,18,12,-66,16
-862,-20,-9,52,-55,34
-829,-41,9,65,-16,31
-882,-8,68,72,0,27
-888,11,77,66,-9,27
-907,68,108,25,-7,0
-871,102,88,-73,-13,-38
-855,-11,21,-125,-15,-54
-868,-115,-15,-93,4,-50
-901,-131,2,-10,6,-37
-903,-65,30,70,3,-13
