xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-857,71,368,36,4,-96
-851,85,417,23,21,-82
-844,95,447,10,22,-67
-801,89,437,8,16,-43
-787,49,433,23,19,-12
-805,-1,447,46,28,12
-827,-16,469,60,34,26
-831,-31,484,63,48,37
-874,8,536,49,59,49
-895,-23,570,-17,57,47
-876,-164,699,-79,89,20
-1017,-130,922,-190,62,-28
-939,-371,942,-303,21,-50
-1008,-707,1165,-282,44,-61
-1402,-894,1545,-316,-35,-163
-1672,-943,1767,-406,-182,-252
-1910,-1064,1465,-436,-347,-322
-1906,-1636,678,-436,-380,-436
-1961,-1961,287,-436,-314,-436
-1961,-1961,182,-134,-251,-436
-1961,-1744,194,-149,-172,-436
-1961,-1855,95,-188,-101,-436
-1961,-1888,-25,-95,-29,-436
-1961,-1387,110,-50,15,-436
-1961,-893,270,-40,13,-436
-1858,-291,227,24,-44,-436
-1425,284,259,34,-66,-436
-1001,592,216,-37,-79,-436
-746,708,224,-114,-43,-436
-476,763,302,-208,2,-436
-258,664,227,-341,96,-436
-410,491,414,-344,224,-423
-750,589,546,-298,262,-419
-839,635,597,-222,297,-436
-1046,912,791,-44,292,-436
-986,1625,1081,87,232,-398
-539,1961,1616,22,59,-237
16,1961,1555,19,-81,77
-280,1961,1304,105,-149,366
-721,1961,1097,92,-157,436
-1028,1755,897,31,-174,436
-1164,1319,692,-2,-189,436
-1034,766,315,33,-168,436
-828,429,90,165,-88,436
-718,254,11,262,-11,436
-515,198,-277,373,45,436
-586,114,-415,306,222,436
-1032,-1051,-54,219,326,436
-1314,-1705,185,244,367,436
-1272,-1961,95,253,436,377
-1103,-1961,528,297,436,89
-900,-1961,848,264,436,-121
-949,-1889,1220,252,436,-288
-1326,-1501,1593,205,436,-400
-1741,-1678,1835,237,341,-436
-1831,-899,1961,211,311,-436
-1961,-579,1961,65,210,-436
-1961,-368,1961,101,47,-436
-1916,656,1961,59,-43,-436
-1605,794,1961,-101,-110,-436
-1289,766,1637,-21,-212,-436
-700,1194,1218,14,-230,-396
-472,794,956,-60,-191,-291
-437,342,251,230,-150,-209
139,1961,729,283,12,14
-168,1291,996,-287,80,52
-154,650,1195,-113,15,165
86,1464,1307,275,40,305
-340,1961,1841,97,93,436
-940,1358,1961,-62,-5,436
-935,470,1961,287,-157,436
-965,1120,1961,374,-111,436
-1670,168,1593,277,-30,436
-1556,548,1898,436,180,436
-1961,1613,1961,221,371,436
-1961,-422,1849,-63,207,436
-1961,-1961,1442,-335,54,436
-918,-1961,849,209,-99,59
-967,82,742,436,-222,-209
649,834,665,143,-133,55
-1,-462,558,-277,120,33
-145,-1037,849,-75,131,-38
-176,-288,994,29,109,-137
-210,-18,753,-134,143,-159
-436,-151,506,-280,251,-168
-696,-389,544,-266,355,-201
