xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1961,-114,1572,128,-436,75
-1711,454,771,322,-436,137
-474,711,266,-88,-436,4
255,-249,-159,-61,-264,51
102,-61,448,27,55,105
34,-242,863,-25,125,51
-226,-115,966,33,3,13
-59,49,636,2,-29,9
-204,6,679,-7,55,13
-452,106,1228,44,96,17
-582,259,1331,14,96,-7
-582,212,1040,7,160,-7
-835,220,1386,14,107,71
-436,-18,1117,-31,5,59
-150,-185,705,-35,21,-22
-44,-90,423,-30,141,-77
-42,-53,147,-59,349,-70
-351,-74,66,-74,436,-63
-930,9,263,-65,436,-66
-1323,56,523,-47,436,-65
-1607,153,729,-26,436,-48
-1643,186,796,-34,187,-13
-1651,204,551,-72,-77,0
-1760,185,177,-91,-192,-3
-1663,-39,57,-120,-120,41
-1555,-837,476,-177,-80,35
-1630,-1446,422,-98,-122,-270
-1855,-1269,808,163,-186,-436
-1723,-690,988,419,-338,-436
-1235,-349,1303,235,-436,-436
-628,-838,1274,-6,-410,-436
-694,-1057,1380,-28,-344,-436
-964,-438,1295,10,-436,-436
-711,173,759,-10,-436,-436
-381,390,415,-26,-436,-436
-23,423,15,-108,-436,-436
467,280,-430,-182,-436,-436
772,16,-614,-88,-375,-424
1056,37,-421,122,-167,-374
616,459,194,107,-44,-353
645,245,88,66,10,-281
737,403,192,219,230,-168
251,373,1145,246,419,-10
131,190,1961,300,363,1
1269,-154,1882,258,145,40
598,-595,1419,-78,-65,177
411,-214,143,6,-72,-278
1129,1158,369,97,118,-201
542,867,1323,-52,52,132
848,-71,714,-71,-76,135
897,129,738,-91,-3,18
745,287,1401,-134,-29,-11
592,552,1510,-205,-160,60
800,235,1151,-272,-189,196
873,-294,691,-186,3,204
297,-141,736,-78,205,122
479,-173,744,-127,254,38
783,-114,276,-132,414,-25
646,-88,91,-74,436,-28
201,203,500,-37,436,58
719,101,517,-7,436,161
723,293,282,-181,436,222
351,-267,346,-235,436,186
-29,-83,472,-177,436,192
-359,-51,752,-225,436,184
-591,68,789,-317,400,169
-861,-27,729,-330,274,282
-1118,-285,661,-385,214,335
-1851,-975,753,-219,161,373
-1352,-416,677,-54,119,325
-1529,330,625,-265,146,246
-1961,124,629,-419,230,340
-1961,-539,656,-436,318,436
-1961,-1662,774,-418,3,372
-1458,-1490,382,-5,-189,174
-1254,-837,322,236,-226,-29
-980,-310,295,296,-200,-186
-840,145,321,242,-118,-244
-759,337,395,116,-27,-199
-788,264,474,16,34,-125
-845,149,515,-33,52,-79
-873,89,531,-49,34,-56
-885,67,524,-47,2,-36
-898,45,496,-38,-28,-18
-877,42,442,-41,-44,-10
-856,18,404,-43,-31,-7
