xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1284,-916,223,166,-307,-402
-1123,-613,122,121,-273,-416
-879,-458,36,105,-205,-423
-674,-287,51,107,-96,-429
-675,-107,105,116,-12,-409
-516,66,202,118,22,-393
-435,244,246,57,85,-395
-413,338,384,24,145,-353
-447,396,507,26,162,-311
-487,391,493,0,176,-275
-555,370,498,16,242,-248
-792,425,599,60,286,-192
-808,653,722,55,341,-166
-999,836,1119,38,354,-90
-1082,865,1282,-60,246,-13
-967,638,1359,-93,216,29
-766,579,1437,-50,213,77
-889,1571,1961,52,65,100
-264,130,1961,-214,-43,30
-158,319,1790,28,114,20
-687,1097,1961,-100,127,-3
-1054,1112,1961,-99,-169,139
-942,836,1961,-135,-318,169
-1074,795,1895,-99,-317,175
-1397,701,1961,-81,-391,194
-1374,551,1871,-57,-436,222
-1399,311,1706,-47,-436,238
-1222,-49,1651,-4,-436,229
-1077,-8,1610,26,-436,206
-913,-260,1454,96,-436,207
-675,-218,1332,113,-436,213
-643,-479,1122,119,-436,203
-380,-537,1017,152,-370,174
-416,-595,952,143,-363,155
-164,-725,708,176,-354,127
157,-546,505,177,-300,99
225,-435,549,115,-220,107
190,-521,547,94,-239,114
440,-398,263,63,-243,112
495,-641,206,70,-189,145
466,-661,243,135,-200,123
505,-518,155,122,-236,82
724,-550,-113,131,-208,111
590,-567,-60,130,-167,109
466,-592,104,135,-238,100
626,-644,-270,143,-286,127
546,-743,-191,98,-268,148
307,-899,-499,74,-341,149
470,-1072,-1239,45,-267,168
202,-1478,-1649,48,-147,88
185,-1234,-1666,56,-26,12
332,-1162,-1547,-79,109,12
255,-1358,-1194,-138,218,-22
191,-1167,-877,-130,226,-49
424,-1088,-830,-181,283,-61
358,-1077,-481,-247,356,-71
269,-1147,-113,-234,332,-89
524,-898,-94,-197,301,-104
513,-772,24,-226,364,-123
192,-692,266,-216,387,-140
183,-546,437,-168,332,-149
248,-393,332,-113,343,-190
129,-122,217,-85,425,-215
-190,69,405,-116,436,-166
-359,-126,485,-155,436,-144
-422,-289,573,-128,436,-171
-794,-180,761,-114,436,-181
-841,-276,855,-85,436,-173
-1080,-35,971,32,436,-136
-1158,-111,1109,123,436,-126
-1431,299,1236,185,436,-129
-1508,384,1262,112,436,-117
-1470,432,1195,-5,436,-124
-1386,403,1104,-100,435,-111
-1443,354,1169,-128,410,-78
-1445,247,1146,-142,335,-30
-1405,343,1139,-131,315,-3
-1396,415,1114,-170,290,47
-1368,355,1063,-269,199,77
-1350,243,851,-375,131,113
-1550,41,765,-434,103,165
-1393,-386,732,-386,82,203
-945,-723,826,-216,140,161
-892,-726,960,-33,173,58
-1029,-254,1265,59,65,-49
-1007,-11,942,30,-37,-38
