xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1243,-1113,-86,9,192,-406
-910,-1175,-458,135,209,-392
-820,-761,-186,178,244,-326
-629,-1033,-104,231,187,-287
-404,-577,-68,258,153,-237
-294,-883,41,191,147,-193
-155,-729,131,175,113,-191
-177,-839,256,160,56,-132
60,-665,71,218,57,-143
3,-264,418,199,81,-100
124,-242,443,222,5,-47
99,323,436,193,-21,-12
390,25,-194,59,-45,-6
225,40,203,203,86,67
9,76,825,58,91,33
-140,29,1057,47,52,34
-41,171,946,-55,10,-3
-67,-107,824,-109,-6,1
17,-138,601,-100,-24,24
156,-347,412,-131,14,29
-12,-482,705,-85,47,55
88,-498,571,-138,-13,31
164,-550,523,-148,41,31
44,-792,646,-139,7,43
217,-626,373,-185,-12,0
250,-809,148,-228,41,-2
208,-1015,160,-230,61,5
200,-1027,265,-240,70,-5
-1,-1127,325,-270,13,2
6,-1132,187,-216,-32,19
95,-1076,-109,-300,-55,-24
-163,-1085,156,-167,-40,78
-168,-918,94,-243,-125,61
-3,-1222,-345,-311,-108,24
-557,-944,343,-89,-105,216
-536,-1675,-34,-225,-217,135
-520,-1947,-182,-114,-192,120
-658,-1961,-136,-36,-209,101
-562,-1863,-2,14,-206,4
-632,-1243,397,117,-281,28
-573,-732,433,257,-405,132
-501,-391,248,303,-436,228
-492,-318,101,331,-436,306
-406,-176,37,300,-413,363
-399,-110,89,229,-267,377
-495,-43,150,184,-85,389
-747,-5,286,118,78,377
-1073,21,405,17,185,361
-1325,-41,435,-96,219,349
-1496,-174,482,-156,223,328
-1494,-275,479,-168,189,293
-1394,-345,447,-146,144,252
-1234,-373,441,-106,136,193
-1162,-339,493,-79,139,128
-1123,-298,547,-65,116,68
-1072,-208,563,-69,77,19
-1000,-158,556,-71,48,-9
-980,-113,557,-79,26,-30
-953,-94,531,-90,7,-43
-947,-69,522,-92,-3,-46
-939,-95,514,-90,-20,-46
-951,-134,504,-59,-30,-51
-944,-96,491,-20,-35,-57
-930,-76,463,3,-36,-63
-962,64,509,70,-27,-38
-899,30,521,112,-47,-25
-885,136,499,123,-51,-41
-860,265,469,47,-43,-57
-842,208,426,-40,-29,-51
-857,58,415,-50,-8,-40
-871,0,424,-4,0,-36
-875,54,424,22,2,-28
-883,59,437,17,4,-16
-897,30,442,6,3,-10
-891,21,425,-3,0,-7
-876,6,417,-9,3,-3
-879,-26,431,-7,4,0
-885,-58,462,7,5,0
-900,-12,509,18,0,0
-894,-8,520,10,-7,3
-887,-27,524,6,-3,2
-890,-4,528,-1,-1,-1
-880,-11,500,-7,0,0
-879,-14,487,0,4,-1
-884,4,489,2,4,0
-883,0,486,-3,4,2
