xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1833,-1657,722,-173,-350,-436
-1705,-1108,573,-110,-332,-436
-1437,-659,386,-122,-314,-436
-1114,-262,170,-106,-300,-436
-766,59,29,-121,-278,-436
-347,82,-103,-145,-175,-436
-317,337,-26,-216,-80,-436
-185,359,-22,-311,0,-436
-132,360,79,-319,125,-436
-341,386,145,-316,232,-394
-499,370,157,-391,291,-406
-743,238,307,-363,436,-436
-1179,718,782,-221,415,-410
-1100,1275,1210,-86,324,-382
-736,1961,1836,26,186,-229
-429,1961,1961,-5,-28,91
-570,1961,1865,9,-253,300
-700,1643,1357,118,-352,436
-830,1474,1034,125,-348,436
-928,1258,724,88,-338,436
-737,728,301,97,-268,436
-577,572,59,168,-189,436
-405,307,-214,213,-104,436
-337,-122,-451,297,-13,436
-192,-170,-643,259,129,436
-430,-1043,-553,133,289,436
-599,-1961,-309,176,383,436
-649,-1961,153,129,405,250
-272,-1961,234,51,424,73
-223,-1961,624,68,436,-49
-377,-1957,1033,1,436,-191
-468,-1787,1291,-40,436,-295
-666,-1894,1558,-95,436,-391
-1141,-1894,1961,48,436,-436
-1459,-784,1961,77,293,-436
-1114,-235,1961,-49,229,-436
-1248,99,1961,-71,114,-436
-948,223,1902,-51,-21,-436
-494,852,1560,20,-6,-411
-421,833,1270,-2,-4,-286
-2,1961,1081,411,-21,-59
-223,1961,1653,9,36,57
-154,1586,1424,-183,-47,180
15,1158,1349,-20,-64,341
-308,986,1650,105,-98,436
-263,642,1704,152,-181,436
-30,-12,1432,129,-98,436
-90,-94,1263,373,60,436
-601,909,1635,310,209,436
-1750,211,1961,77,131,436
-1669,-16,1666,156,9,436
-1732,472,1601,127,43,436
-1695,-291,1286,-79,-2,436
-1009,-1401,902,-14,-4,436
-753,-1307,932,170,-28,291
-436,-318,1094,233,-49,118
-232,-78,1049,116,-44,149
-231,-647,1069,42,10,162
-142,-961,1181,-35,40,56
-190,-891,1253,-51,37,-37
-150,-737,1175,-101,31,-120
-315,-701,1054,-146,66,-216
-570,-547,944,-130,99,-299
-733,-182,840,-101,115,-327
-652,194,744,-142,158,-297
-485,200,689,-207,203,-262
-285,146,688,-187,263,-197
-269,309,809,-191,263,-135
-9,383,700,-345,267,-63
-209,248,643,-431,307,68
-489,-88,722,-431,330,204
-1048,-499,926,-307,255,314
-1072,-581,863,-229,153,367
-1245,-481,793,-262,169,359
-1665,-867,827,-172,135,398
-1540,-620,732,-76,68,367
-1453,-271,544,-133,81,327
-1382,-317,521,-126,215,343
-1669,-494,838,-32,283,375
-1603,-599,895,-19,155,300
-1388,-924,682,-12,3,219
-1200,-761,485,91,-42,7
-1126,-285,540,117,-95,-115
-1030,41,495,70,-137,-135
-964,78,408,-7,-140,-103
-959,-41,346,-41,-125,-87
