xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-761,380,29,187,-105,82
-656,425,-5,111,-80,18
-663,520,-34,73,-70,-2
-695,531,-63,35,-42,-7
-758,469,-120,-15,-11,-21
-784,345,-109,-26,-1,-31
-816,326,-43,-28,1,-45
-801,353,-56,-43,3,-44
-769,266,-68,-57,21,-28
-821,191,-61,-48,26,-16
-864,156,-79,-12,6,-6
-885,177,-105,27,-17,11
-859,160,-94,57,-33,26
-862,138,-55,81,-41,23
-882,132,-13,90,-57,1
-902,172,35,75,-82,-27
-928,272,9,30,-99,-42
-891,200,-32,-2,-100,-54
-860,170,-57,9,-75,-64
-844,214,-17,20,-53,-64
-836,238,33,4,-30,-67
-867,227,104,-27,-24,-73
-878,191,93,-38,-40,-56
-870,106,38,-19,-47,-27
-859,48,31,25,-26,-17
-898,123,88,59,-8,-19
-902,196,130,54,-7,-17
-879,239,151,20,-1,-9
-882,196,135,-19,5,0
-881,129,110,-29,6,2
-887,135,104,-19,12,9
-892,126,105,-15,12,19
-887,104,107,-6,13,23
-899,101,117,-1,14,22
-916,116,113,-6,9,18
-894,106,96,-16,11,15
-906,92,109,-19,16,10
-913,96,116,-21,11,4
-900,93,118,-21,9,0
-909,99,131,-21,8,-1
-907,95,135,-20,6,0
-915,93,131,-15,9,1
-949,93,158,-17,19,2
-923,61,145,-20,15,0
-1018,70,181,-13,101,26
-1241,15,340,-23,111,20
-1311,46,350,-59,-13,-33
-1113,-192,-19,32,-183,-14
-672,52,-197,194,-213,-23
-532,462,-124,124,-123,-27
-539,386,-83,-22,-34,-13
-723,178,-49,-87,19,-12
-777,147,-36,-99,31,-20
-789,69,-13,-79,52,-7
-891,48,61,-6,54,15
-927,135,132,47,38,35
-922,175,173,44,22,43
-910,166,158,14,19,34
-911,170,154,-23,34,15
-923,148,166,-52,41,1
-950,122,160,-62,33,-4
-932,105,130,-51,19,-3
-924,110,121,-34,15,1
-918,125,122,-26,8,5
-902,124,101,-26,3,10
-909,116,98,-28,10,8
-929,116,116,-38,7,0
-914,107,89,-42,1,-8
-895,114,74,-40,2,-11
-893,122,79,-39,1,-14
-875,117,55,-31,-1,-9
-861,119,50,-18,1,-2
-872,130,68,-14,7,0
-881,115,75,-10,5,2
-892,126,72,-4,4,5
-892,129,70,-6,5,5
-893,126,75,-8,6,0
-896,132,84,-10,6,-2
-898,136,87,-10,4,-2
-895,129,86,-8,1,-1
-887,133,90,-6,0,0
-883,142,83,-10,-2,1
-884,138,73,-14,0,1
-887,126,55,-14,0,1
-888,121,61,-8,4,4
-897,123,70,-6,0,4
