xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-959,-879,343,313,-123,-385
-700,-702,388,327,-120,-398
-627,-677,519,292,-80,-405
-583,-645,709,322,-87,-417
-452,-514,833,378,-103,-400
-319,-408,981,395,-107,-387
-199,-308,1075,436,-125,-356
71,369,1376,430,-102,-287
75,245,1477,126,-58,-284
44,87,1456,239,-66,-259
99,476,1479,289,-65,-208
33,556,1501,212,-52,-148
5,430,1470,197,-62,-109
56,528,1400,233,-24,-63
-34,616,1499,271,20,-18
-96,724,1551,288,33,41
-203,789,1615,257,33,101
-225,811,1510,200,-3,180
-201,616,1459,59,-7,216
-292,290,1482,102,-51,234
-234,327,1389,184,-94,258
-192,283,1286,189,-128,245
-64,315,1172,243,-148,256
-2,453,1107,267,-146,272
69,517,969,213,-138,306
98,325,874,92,-137,296
177,86,836,118,-149,282
254,42,644,190,-145,292
297,-160,666,90,-132,249
336,-318,560,86,-122,209
252,-288,400,14,-122,193
493,-586,-63,-158,-121,145
416,-862,-130,132,-37,143
326,-385,-48,268,-135,118
772,-388,-391,198,-170,89
792,-242,-329,226,-92,114
957,-232,-387,175,-119,129
1185,-242,-242,104,-45,152
1160,-298,-329,-25,-25,153
1215,-442,-410,-73,-11,149
1261,-594,-322,-37,3,120
1281,-562,-360,44,-19,92
1203,-444,-250,-8,-13,83
1083,-535,-283,-102,25,74
786,-595,-157,-85,32,45
647,-579,-74,5,-14,22
679,-498,3,101,-32,9
526,-304,3,184,-28,10
546,-93,-127,223,-2,36
579,-9,-129,165,107,68
479,5,-12,108,217,103
431,70,-10,65,307,146
341,60,-21,6,403,212
61,-86,302,-18,374,285
5,-163,530,-5,265,365
-116,-273,632,-115,268,436
-87,-906,560,-231,189,436
-280,-1233,545,-58,298,436
-466,-1275,807,60,205,436
-355,-1191,649,128,192,436
-353,-1297,659,114,271,436
-657,-1233,688,239,436,427
-1104,-857,733,308,436,377
-1258,-720,710,306,436,367
-1439,-527,642,414,436,386
-1910,-216,904,276,436,341
-1810,-417,759,86,241,270
-1497,-509,533,30,123,196
-1226,-620,377,114,74,118
-1138,-171,464,241,72,55
-1083,-70,405,91,8,34
-977,-337,184,111,-26,19
-900,-274,51,284,4,-14
-983,168,240,375,39,-29
-1032,474,226,140,-5,-25
-942,67,177,-100,-31,-24
-921,-255,45,-20,-21,-16
-925,-132,62,130,-8,-24
-913,55,86,116,-18,-22
-834,-9,44,81,-8,-13
-883,23,110,79,23,-7
-898,-6,135,54,8,4
-887,-35,149,50,14,18
-901,-69,165,41,1,24
-883,-98,151,41,7,27
-917,-83,176,35,5,21
