xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-753,-358,-1153,311,305,-124
-682,-261,-1045,183,343,-201
-615,-332,-953,57,373,-162
-560,-357,-759,34,337,-113
-432,-450,-651,75,228,-82
-213,-380,-603,101,178,-53
-161,-404,-481,72,147,0
-149,-545,-413,79,25,-20
23,-469,-455,108,-61,-19
226,-715,-543,129,-12,14
104,-649,-624,339,45,35
76,-386,-349,330,24,53
-37,-724,-265,162,-9,57
-7,-1000,-353,300,-53,23
-24,-736,-181,346,-40,-17
46,-597,-127,248,-42,-47
96,-611,46,236,-2,-65
32,-526,311,225,-9,-78
56,-446,407,226,-53,-87
125,-326,453,243,-68,-84
144,-171,538,221,-55,-45
142,-184,656,109,-46,-24
185,-175,656,-26,-39,-22
222,-268,621,-82,-37,-7
283,-286,587,-86,-32,19
226,-330,565,-178,-19,51
169,-542,353,-291,-19,67
171,-843,93,-201,4,53
204,-737,149,-65,31,55
203,-660,173,-146,43,34
300,-732,103,-210,65,-1
189,-791,128,-252,56,1
219,-811,15,-140,3,10
201,-634,80,-82,-36,30
302,-469,-33,-177,-49,30
147,-545,-276,-320,-31,48
140,-593,-514,-321,-56,72
49,-711,-653,-337,-25,115
-253,-953,-570,-234,-75,129
-97,-597,-690,-237,-90,107
-471,-955,-643,-263,-88,146
-433,-869,-614,-82,-192,161
-353,-567,-577,-106,-152,159
-622,-722,-642,-50,-154,217
-579,-560,-554,58,-176,224
-717,-506,-496,-74,-100,228
-920,-600,-478,-81,-118,181
-923,-532,-453,-34,-205,184
-867,-448,-342,-27,-214,136
-881,-274,-456,-59,-128,133
-1077,-204,-393,-77,-144,166
-1122,-292,-400,-101,-205,140
-970,-146,-480,-105,-166,103
-940,-30,-473,-169,-106,90
-963,38,-448,-287,-51,70
-1005,-94,-386,-397,-45,47
-992,-248,-385,-340,-67,36
-942,-287,-334,-150,-78,62
-896,-157,-267,-9,-68,80
-903,-60,-214,14,-47,77
-890,-19,-175,-5,-37,55
-866,6,-157,-35,-17,26
-861,20,-142,-78,0,-11
-834,14,-138,-113,11,-34
-837,16,-137,-126,22,-42
-854,-14,-126,-134,18,-49
-837,-36,-164,-114,10,-57
-798,-25,-170,-74,18,-44
-833,-17,-111,-43,44,-44
-862,77,-63,-34,41,-46
-844,89,-77,-106,36,-40
-854,-42,-107,-100,39,-34
-868,-42,-100,0,24,-12
-865,37,-72,52,20,1
-886,86,-34,54,18,7
-897,93,-17,35,9,11
-871,61,-33,22,2,13
-865,32,-53,31,6,16
-915,37,-32,64,2,16
-900,104,-33,68,-12,12
-883,125,-42,33,-11,3
-873,136,-56,2,-10,-7
-857,123,-73,-31,-6,-8
-856,67,-93,-36,-3,-8
-861,64,-97,-11,-7,-3
-852,86,-94,-4,-8,4
