xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1203,550,-39,310,-436,26
836,499,-939,-87,-436,76
25,-196,178,-13,178,212
-1098,14,1943,-49,251,185
-1124,-234,1934,-20,27,31
-712,144,1302,70,-61,-54
-473,310,1033,15,-23,-12
-322,128,992,-30,15,48
-281,7,980,-36,5,51
-170,-1,830,-17,-47,36
-49,-11,612,-36,-57,24
-3,-82,543,-27,-17,12
-213,64,804,2,58,1
-698,197,1301,15,133,-17
-994,357,1555,21,97,-19
-647,258,1155,-25,59,12
-549,57,924,-68,75,27
-381,-133,895,-24,36,9
-221,-141,723,2,41,-55
-181,-35,530,1,110,-110
-337,60,565,20,207,-104
-375,131,622,4,259,-65
-450,190,448,-45,347,-43
-851,258,331,-102,436,-18
-1332,216,392,-123,436,21
-1674,223,468,-118,436,45
-1538,84,507,-80,381,49
-1654,42,496,-22,220,58
-1797,-89,413,21,22,33
-1073,-208,214,80,-72,9
-956,-544,246,-5,-66,-47
-1752,-771,453,-109,-200,-252
-1961,-849,579,-98,-342,-436
-1961,-1002,646,263,-436,-436
-1621,-527,817,382,-436,-436
-1039,-311,1147,117,-436,-436
-435,-676,900,26,-436,-436
-158,-119,837,4,-436,-436
115,294,786,-146,-436,-436
335,13,603,-203,-436,-407
328,53,347,-191,-436,-378
469,220,-21,-163,-436,-376
668,233,-428,-147,-436,-301
928,-9,-813,-77,-297,-255
973,-25,-629,56,-67,-230
757,254,301,60,65,-175
597,-154,364,108,93,-102
719,228,565,228,267,-55
231,203,1478,239,376,11
303,229,1961,249,293,80
1160,-638,1587,223,97,191
439,-688,1168,41,-45,79
510,-63,403,48,-29,-213
747,784,790,31,57,-79
581,234,1037,-55,-20,91
830,-110,879,-94,-41,62
559,-47,1302,-150,-72,-13
558,-9,1279,-191,-166,-24
638,-204,1070,-184,-133,-44
605,5,1278,-114,-97,-40
600,3,1080,-145,-126,37
957,-256,451,-113,-69,55
968,-7,260,-79,49,5
627,190,216,-55,119,23
554,291,118,-21,79,150
764,135,-412,-35,127,268
895,-270,-524,67,328,282
813,58,-151,186,436,237
572,230,300,116,436,293
93,200,539,-5,436,436
-403,-31,862,-145,436,436
-476,-734,740,-126,436,436
-1356,-1044,1406,-86,436,436
-1212,-547,1180,-194,402,373
-1174,-690,787,-174,385,436
-1600,-840,806,46,436,436
-1924,-579,919,138,419,436
-1694,-460,882,115,291,319
-1511,-528,807,138,198,225
-1406,-515,806,185,80,140
-1265,-316,738,153,-67,7
-1146,-19,654,29,-165,-112
-1026,167,544,-102,-197,-171
-886,198,422,-181,-173,-168
-781,82,365,-181,-106,-122
-755,-12,354,-122,-39,-75
