xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1479,-1135,691,-193,-188,-436
-1271,-1185,537,-148,-177,-436
-1169,-785,563,-80,-161,-436
-788,-586,490,-86,-157,-436
-770,-392,601,-88,-157,-436
-572,-555,496,-142,-170,-436
-528,-351,565,-174,-139,-436
-641,-587,700,-124,-181,-436
-315,794,492,13,-197,-436
-36,1779,106,-58,-198,-433
225,1961,-639,132,-234,-232
851,1907,-1532,75,-71,-58
688,1827,-1472,189,129,92
447,561,-872,7,271,174
417,95,-402,78,326,203
487,-368,-237,-30,353,171
506,-817,-13,-59,391,113
414,-932,120,-80,392,44
527,-751,400,-77,415,-40
453,-625,633,-91,406,-89
271,-592,968,-85,394,-146
270,-434,1015,-118,379,-184
14,-692,1099,-100,395,-233
-221,-236,1341,-122,378,-278
-314,-40,1552,-122,372,-291
-295,544,1741,-123,303,-269
-219,758,1961,-136,257,-200
-58,1313,1961,-27,164,-104
89,1684,1961,-75,72,15
115,1238,1942,0,43,135
57,1468,1533,124,9,242
-107,999,1341,27,40,332
-274,430,1345,148,36,359
-146,932,1291,158,40,391
-387,338,1381,27,85,428
-565,149,1539,136,6,406
-103,433,1051,127,25,416
-463,325,1268,91,110,433
-463,396,1215,72,42,436
-336,416,1003,98,146,436
-898,311,1375,38,193,436
-935,353,1453,-24,148,436
-938,-397,1220,-232,111,436
-321,-1961,976,-151,64,355
-170,-1841,1486,132,68,25
-11,175,1265,190,-51,-35
369,431,943,48,2,16
184,83,1252,-76,40,49
135,-323,1208,-76,1,19
139,-89,1084,-24,-5,-18
127,-93,1063,-37,12,-46
105,-4,1048,-11,25,-72
62,161,1024,-19,43,-85
52,259,882,-132,73,-74
-8,-27,772,-233,155,-79
-99,-271,742,-159,239,-107
-350,-167,816,-45,304,-103
-397,-3,853,-16,320,-102
-441,0,825,-31,321,-93
-442,32,844,-12,336,-65
-619,149,872,-29,336,-30
-680,98,869,-92,303,6
-747,-2,827,-158,248,30
-813,-91,734,-199,197,38
-838,23,656,-214,189,46
-953,7,585,-268,188,110
-1100,-238,589,-275,207,159
-1299,-159,670,-246,204,154
-1233,-8,587,-307,159,162
-1382,-94,527,-340,156,207
-1519,-161,508,-297,159,260
-1544,-247,492,-269,154,294
-1496,-544,620,-210,154,279
-1282,-705,618,-60,144,224
-1224,-434,724,40,155,154
-1252,-473,754,22,101,39
-1147,-233,677,50,19,-34
-1057,-53,600,40,-54,-44
-999,9,520,-4,-102,-26
-977,-104,416,-24,-124,-25
-984,-133,374,-6,-127,-44
-952,-79,332,8,-116,-62
-957,-3,338,-7,-91,-78
-949,2,339,-39,-73,-91
-934,4,343,-50,-63,-102
-920,41,336,-47,-66,-107
