xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1387,-731,-341,-62,237,-436
-1256,-998,-734,-108,251,-436
-848,-802,-756,90,281,-436
-1017,-794,-632,144,282,-426
-811,-625,-530,179,247,-436
-645,-494,-375,163,237,-427
-476,-426,-284,126,219,-431
-325,-331,-158,146,203,-404
-208,-220,4,148,164,-361
-91,-191,98,172,133,-338
-34,-215,187,314,91,-328
3,-113,118,436,-6,-317
86,-5,-103,436,-166,-261
322,96,-592,436,-351,-242
810,1515,-458,436,-279,-143
929,1473,-626,-107,-96,-48
1023,641,-730,-436,-60,-53
1092,390,-503,-436,-13,36
1000,7,-300,-436,91,103
1024,4,-460,-376,154,85
908,-253,-738,-378,358,105
713,-362,-333,-229,436,116
514,-465,-51,-168,436,83
91,-593,605,-108,436,47
-97,-646,727,18,436,0
-174,-443,829,174,436,-33
-254,-315,881,289,436,-81
-512,-247,977,436,436,-156
-786,624,1342,436,436,-200
-806,1174,1323,436,420,-309
-1015,1810,1445,242,234,-172
-675,1798,1287,-30,52,-68
-435,1514,1092,-138,97,-2
-597,1433,1061,-125,103,90
-523,1303,878,-131,70,184
-435,1150,668,-148,89,236
-425,1033,591,-141,148,282
-597,996,676,-135,193,318
-651,868,661,-140,184,358
-639,877,643,-97,207,385
-791,847,694,-105,228,410
-847,763,644,-127,226,417
-884,708,551,-183,246,411
-968,568,515,-335,271,393
-1066,302,654,-420,221,389
-1092,84,886,-406,114,361
-943,-120,1100,-412,21,286
-773,-309,1104,-401,31,229
-669,-454,962,-426,-23,147
-461,-655,773,-435,-87,52
-186,-710,709,-259,-60,-22
-113,-475,713,-105,29,-45
-209,-264,741,-135,85,-56
-251,-269,693,-198,89,-75
-192,-260,633,-204,95,-82
-129,-282,543,-214,160,-67
-237,-388,502,-166,283,-58
-516,-258,574,-56,318,-49
-604,-55,689,-93,187,-23
-384,-123,471,-222,148,37
-500,-248,449,-241,235,101
-639,-359,471,-253,263,146
-844,-439,461,-234,320,194
-1155,-416,467,-200,342,234
-1280,-295,297,-300,277,269
-1474,-664,52,-436,210,271
-1268,-683,-89,-352,260,219
-1498,-643,-103,-199,181,266
-1360,-515,-100,-127,85,273
-1353,-476,-88,-110,75,246
-1325,-343,-97,-92,62,219
-1265,-262,-144,-145,56,184
-1186,-326,-180,-187,61,148
-1142,-320,-166,-136,64,134
-1129,-289,-134,-105,63,121
-1105,-291,-98,-75,50,95
-1060,-282,-90,-22,33,69
-1046,-217,-71,28,20,38
-1047,-139,-76,46,1,7
-1013,-118,-141,102,-44,-3
-968,-43,-187,237,-74,-4
-907,97,-217,318,-104,-17
-836,204,-229,299,-117,-41
-797,299,-235,242,-105,-56
-768,396,-195,94,-95,-52
-655,337,-217,-112,-35,-45
