xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1726,-598,-667,80,212,-436
-1379,-657,-653,98,222,-436
-1044,-472,-539,233,246,-419
-765,-513,-123,343,177,-345
-604,-616,49,436,-65,-226
-227,-615,-197,436,-275,-248
196,-422,-308,435,-266,-246
376,-200,-119,342,-152,-195
418,-189,157,195,-63,-182
177,-265,361,163,-14,-136
144,-120,468,141,-91,-92
260,-143,290,98,-146,-52
361,-159,299,119,-107,-9
302,-165,450,44,-27,-16
294,-268,445,5,-12,-44
495,-141,457,-7,49,-49
333,-157,562,-34,74,-11
506,-363,548,35,45,27
645,-119,679,24,131,68
326,-226,925,-56,124,94
311,-449,816,-62,29,104
232,-326,551,-49,-12,122
94,-614,477,-49,13,142
69,-540,478,-60,24,93
96,-689,394,-151,35,71
110,-779,367,-36,68,110
107,-571,414,-162,73,74
226,-853,297,-83,157,120
-45,-524,419,-138,177,121
194,-1202,271,-48,196,131
29,-424,444,2,187,90
-317,-674,314,-247,197,121
-520,-1025,335,-157,210,207
-632,-892,507,-328,107,91
-750,-1359,135,-161,-34,200
-701,-822,245,91,-43,411
-1049,-903,333,80,-56,436
-1023,-1061,144,235,-100,436
-950,-813,92,151,50,422
-1099,-420,372,-140,164,207
-1272,-335,361,-328,168,138
-1334,-480,441,-271,63,169
-1231,-250,329,-199,-10,190
-1327,18,329,-232,-60,197
-1349,144,124,-317,-152,193
-1286,1,-198,-353,-122,229
-1177,-188,-186,-318,6,279
-1207,-287,1,-251,90,278
-1195,-347,99,-174,110,240
-1163,-314,165,-129,87,142
-1070,-221,156,-139,30,59
-995,-205,95,-150,-11,1
-971,-117,100,-153,-44,-42
-852,-102,23,-157,-64,-63
-771,-107,-46,-141,-38,-65
-783,-102,-67,-105,20,-56
-844,-45,10,-62,71,-45
-872,-36,63,-27,92,-39
-972,-1,139,15,96,-49
-944,92,167,37,86,-55
-961,139,188,45,76,-44
-955,133,173,58,61,-30
-951,123,185,97,64,-15
-975,178,212,122,44,1
-968,299,261,97,35,0
-971,393,307,-3,-11,6
-908,123,113,-30,-31,14
-900,70,68,7,-25,27
-896,117,79,26,-20,33
-898,118,72,13,-22,35
-885,86,41,2,-24,31
-865,76,24,-4,-17,24
-860,55,10,-9,-12,20
-871,38,19,-5,0,13
-878,45,41,-1,2,5
-888,56,56,0,-1,2
-881,57,44,5,-2,3
-891,64,54,15,2,5
-895,74,68,18,4,2
-900,92,76,13,9,0
-917,80,103,10,10,-5
-915,88,110,11,3,-10
-913,117,121,5,-1,-13
-901,124,112,-7,-6,-13
-898,111,101,-14,-7,-11
-894,103,99,-12,-3,-10
