xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1161,164,525,-117,-429,-3
-1034,-23,742,-191,-407,-30
-511,-97,575,-232,-436,-73
-94,-86,284,-299,-436,-125
245,-159,111,-298,-284,-149
473,-281,176,-57,-40,-89
-202,-302,979,154,213,27
-816,-154,1331,219,81,3
-629,20,1378,49,-52,56
-345,-185,1307,-135,16,62
-495,-427,1221,-226,0,26
-372,-569,1058,-248,-4,-25
-323,-636,923,-137,-2,-60
-350,-472,920,-57,19,-94
-363,-495,978,-72,25,-137
-312,-576,869,-122,47,-172
-282,-773,875,-280,91,-207
-170,-1329,581,-436,155,-260
11,-1961,155,-245,186,-338
34,-1961,256,34,213,-436
84,-1653,787,-2,231,-436
154,-1539,998,-59,111,-436
328,-1660,1054,-108,75,-436
112,-1684,1143,-87,44,-436
215,-1584,1182,-57,-5,-436
48,-1434,1160,-15,-38,-436
211,-1209,1033,60,-57,-436
22,-864,979,130,-59,-400
122,-625,790,281,-75,-347
47,-358,747,436,-80,-281
-79,-52,638,436,-83,-223
-40,292,649,436,-160,-116
138,273,371,436,-201,6
327,353,182,435,-106,8
424,481,273,91,-170,-34
516,371,96,-72,-71,-29
669,289,67,-119,-53,14
775,146,138,-66,10,-1
745,219,145,29,39,-27
691,348,203,164,-5,-30
1011,480,-124,227,2,-27
1000,790,-16,180,160,-17
908,674,-80,36,187,21
1099,564,-285,63,352,10
623,784,-98,212,436,2
155,1175,352,159,404,87
674,955,256,-11,339,154
521,931,105,-162,436,113
-178,511,314,-359,436,177
-231,138,262,-396,436,172
-235,-8,-41,-436,436,153
-676,-315,-559,-436,436,85
-1149,-232,-583,-436,436,27
-1536,-51,-163,-436,421,186
-1506,-1190,-735,-436,90,144
-1097,-737,-19,-436,-171,-43
-956,-1903,-750,-202,12,355
-1248,-1029,-152,436,77,409
-1303,-301,43,436,177,386
-1474,-345,99,124,228,397
-1926,-416,5,-83,381,327
-1764,-486,-303,-273,142,240
-1345,-490,-87,-436,40,205
-1469,-1296,-65,-412,78,274
-1098,-1024,-75,-69,87,261
-1517,-1004,-84,28,178,231
-1436,-780,-251,80,115,143
-1016,-478,-215,99,123,12
-1372,-553,342,-38,52,-96
-1086,-536,84,79,-119,-65
-525,-200,-202,362,-50,-6
-653,22,-173,435,171,76
-1058,40,-119,326,136,78
-982,169,-101,167,-34,14
-681,138,-177,-93,-19,-8
-826,-75,-245,-211,24,-9
-831,-153,-226,-104,-19,-18
-783,-142,-208,1,1,7
-849,-77,-185,51,-3,10
-796,-38,-179,12,-7,12
-850,-75,-165,-5,2,11
-841,-87,-158,5,-3,6
-832,-63,-152,11,0,4
-836,-34,-145,6,-4,8
-828,-58,-167,-3,-2,5
-841,-39,-157,4,2,3
