xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1961,-836,-1961,436,229,-436
-1961,-602,-1961,389,215,-436
-1740,-399,-1693,407,288,-436
-1451,-427,-1538,348,251,-436
-1011,-360,-1274,361,241,-436
-934,-310,-997,436,289,-436
-927,-91,-800,436,241,-376
-725,11,-643,436,152,-359
-536,39,-330,385,136,-373
-434,-19,-37,139,113,-434
-303,-85,18,-13,142,-417
-432,-427,314,-33,194,-436
-297,-233,65,118,267,-436
-385,-137,-7,250,428,-423
-1137,-177,386,317,436,-436
-1144,232,467,436,346,-413
-1037,418,38,420,339,-436
-1291,467,13,436,308,-436
-1359,912,-404,436,246,-379
-1354,825,-780,436,237,-436
-1792,1721,-607,436,125,-379
-1961,1961,-1214,436,-238,-187
-1545,1961,-812,225,-430,142
-159,1961,-1075,111,-114,185
-767,1961,-596,-220,260,163
-1089,1477,-319,-436,286,246
-848,688,-234,-436,205,85
-672,629,-104,-436,86,149
-597,772,110,-399,-86,281
-283,334,121,-436,-162,130
4,151,7,-436,-193,82
245,88,-59,-332,-172,101
194,231,319,-436,-279,87
448,279,-8,-436,-319,31
1147,-1453,-1741,-436,200,39
-360,-1961,-1,-205,324,-174
-473,-1258,193,105,161,-331
-196,-1021,520,338,227,-363
-574,-432,1193,286,294,-427
-670,-201,1334,117,337,-349
-920,-299,1627,42,373,-305
-1243,-262,1961,45,339,-261
-1961,1040,1961,168,-31,-87
-1637,1614,1961,436,-389,184
-579,1250,1141,436,-327,436
-504,1698,572,436,-50,436
-1213,1418,685,-162,148,436
-1244,889,631,-335,115,436
-1202,700,734,-241,72,436
-1316,647,1018,-250,65,436
-1168,280,1832,-117,-139,436
-648,1428,1273,436,9,436
-1961,1961,1096,436,436,436
-1961,1127,315,-436,436,321
-1961,-349,-370,-436,61,194
-1591,-1189,-845,-436,-436,19
276,-1961,-1265,-98,-178,305
-433,-1231,326,436,49,271
-263,-724,988,436,-100,197
75,-306,1041,196,-60,156
167,-210,791,-350,55,88
15,-903,307,-436,146,118
-77,-815,178,13,113,82
-21,-220,140,124,194,36
-75,-79,188,35,278,15
-270,11,231,-126,414,-16
-540,82,364,-416,397,-19
-601,12,12,-436,338,-29
-858,-157,-31,-436,250,26
-936,-369,-401,-436,70,132
-1217,-897,-441,-436,74,339
-1319,-803,-297,-64,29,314
-1445,-338,-253,-125,54,310
-1868,-459,-383,-235,3,335
-1957,-532,-432,-257,-91,352
-1875,-686,-531,-393,-166,361
-1814,-1059,-687,-436,-195,326
-1366,-1406,-614,-342,-136,207
-1035,-1238,-359,-108,25,90
-1206,-961,-12,18,137,10
-1274,-747,74,134,43,-102
-941,-293,-62,319,14,-84
-903,-43,-105,346,50,-17
-974,-25,-107,249,-4,-12
-848,107,-36,44,-53,-60
-761,-3,-40,-128,-6,-68
