xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1578,-135,626,176,-436,-62
-1610,120,702,409,-436,87
-1052,179,202,436,-436,329
169,164,-756,269,-436,285
380,131,22,188,-418,390
-460,185,1231,-189,138,284
-588,-70,670,-436,-7,267
-497,-784,408,-436,-114,49
-362,-1069,1099,81,-10,-9
-688,-185,1208,436,-69,0
-331,759,1366,436,-68,10
-250,1072,959,121,-8,-26
-214,518,921,-282,-45,-16
-139,201,1016,-167,9,9
-213,260,1011,-9,16,35
-319,297,1156,-59,33,18
-321,218,1207,-45,-1,-3
-278,280,1107,-16,24,-17
-327,327,1141,-32,18,-16
-112,285,889,-82,51,-17
125,233,471,-196,219,-23
-2,98,314,-351,436,-2
-482,-274,232,-215,436,-29
-1130,-152,81,-63,436,-58
-1628,57,304,-153,436,-127
-1129,-179,182,-193,311,-56
-1162,-308,102,-69,304,14
-1608,-460,116,-44,243,-31
-1961,-687,-12,-225,125,-234
-1961,-1062,-475,-251,20,-397
-1860,-1178,-710,-95,36,-436
-1826,-1570,-762,-59,43,-436
-1462,-1696,-783,202,93,-436
-1396,-1477,-455,436,147,-436
-1357,-832,-192,436,-13,-436
-1053,-225,4,436,-211,-436
-852,300,386,436,-436,-436
-436,398,281,371,-436,-425
-69,161,9,188,-436,-329
1475,94,-827,-43,-436,-320
905,-192,83,-147,-187,-268
422,-367,210,-44,-214,-279
805,-441,40,404,-268,-232
708,11,-199,436,-117,-225
664,608,380,436,91,-190
451,1041,313,404,234,-62
393,765,1242,-73,314,28
292,359,1570,-184,243,68
652,-33,1072,-168,82,168
673,-363,908,-202,57,132
601,-497,792,-169,-9,-20
745,-428,529,90,-84,-112
974,-64,376,436,-75,-125
945,757,751,408,-61,-31
1057,753,570,-166,6,31
965,0,619,-414,52,31
932,-303,742,-240,37,15
854,-206,912,-23,-50,-13
971,75,841,5,-92,-40
1061,324,924,-164,-72,13
1223,235,617,-436,88,58
374,-467,837,-436,158,19
37,-337,1139,-113,-66,-62
1080,338,596,-34,-94,63
1124,244,221,-359,208,127
861,-150,26,-332,436,139
461,138,208,-282,436,152
-60,-63,433,-436,436,77
-159,-155,485,-436,286,116
8,-170,431,-403,107,234
49,-322,300,-256,-30,349
32,-171,224,-175,-43,436
-167,-131,211,-203,-25,436
-759,-582,302,-390,26,436
-1330,-1243,329,-436,-55,436
-1355,-1944,-18,-334,-326,436
-559,-1644,-181,94,-306,416
-873,-1400,91,115,-76,414
-854,-1323,142,164,-72,320
-749,-955,199,254,86,278
-1015,-649,382,276,208,319
-1247,-386,469,254,262,337
-1562,-269,566,118,242,353
-1618,-354,486,-32,121,298
-1467,-449,323,-96,46,241
-1266,-556,175,-137,-6,138
