xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1317,-1645,-1081,-66,366,-436
-1360,-1506,-916,6,403,-436
-1055,-1276,-817,21,379,-436
-668,-1013,-595,33,371,-436
-388,-875,-449,-6,337,-436
-201,-794,-304,37,301,-436
-127,-531,-155,84,228,-436
-61,-432,-139,64,169,-436
-28,-177,-120,142,139,-436
5,-112,-18,155,134,-343
7,16,12,328,182,-257
15,205,70,436,233,-55
-20,681,132,436,123,90
156,1491,-76,164,-210,72
644,823,-144,-357,-260,50
1011,558,-241,-436,-99,36
897,132,-144,-383,29,-3
897,142,-154,-144,2,-4
914,189,-336,10,36,-14
904,206,-447,28,84,-26
1011,337,-730,12,191,-48
919,333,-585,-255,296,-45
883,121,-642,-416,321,11
630,-127,-387,-299,374,45
571,-75,-121,-207,419,20
446,-204,96,-89,436,38
-491,-183,1190,-54,436,-62
-549,69,923,-66,436,-146
-631,217,1395,-92,401,-44
340,-190,1606,-202,294,-64
-562,-17,1961,80,290,-105
-434,655,1961,113,15,-58
-87,851,1844,95,-131,-26
68,880,1338,202,-153,59
216,1081,850,320,-94,138
154,1295,657,227,51,188
38,1292,657,201,144,235
17,1208,734,242,252,333
-197,1264,878,212,367,344
-492,1124,938,99,416,350
-689,942,979,32,383,399
-723,806,1040,-47,293,436
-517,531,956,-20,243,436
-436,450,879,83,317,436
-673,403,1142,-112,387,436
-783,276,1716,-143,202,372
-474,186,1448,-216,136,378
-330,-257,1415,-436,50,293
-63,-982,542,-436,34,191
-34,-1961,665,-365,58,42
68,-898,725,436,-100,-55
386,-245,564,436,-54,-22
276,4,504,436,60,-21
99,149,650,372,80,-50
84,211,396,116,60,-76
157,70,228,-130,136,-67
88,63,174,-252,290,-137
-404,-184,801,-315,405,-101
-525,-182,430,-90,436,-84
-879,128,606,7,412,-81
-951,-128,691,-64,330,-86
-1182,197,736,24,436,-77
-1377,240,654,-111,436,-41
-1562,165,600,-377,436,-96
-1742,-233,662,-430,436,-45
-1833,-499,753,-139,371,43
-1731,-18,933,-112,311,74
-1730,-459,777,-259,242,52
-1510,-394,773,-123,192,-5
-1466,-72,813,-185,153,-35
-1331,-280,612,-359,62,-61
-1062,-381,379,-344,-6,-90
-919,-332,304,-352,17,-88
-964,-334,394,-291,34,-78
-1043,-347,299,-304,-10,-59
-906,-420,110,-293,-77,-47
-811,-503,0,-132,-37,-35
-844,-386,21,54,17,-16
-946,-199,103,106,27,-4
-982,-126,128,83,-8,-3
-892,-84,85,36,-32,-9
-840,-98,45,-3,-23,-18
-848,-104,38,-2,-13,-14
-854,-78,61,-9,-3,4
-870,-132,59,-37,0,12
-869,-182,63,-30,4,6
