xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1393,-351,992,136,-436,-85
-1058,-344,764,149,-436,-82
-597,-443,539,156,-436,-71
-106,-421,428,133,-436,-96
63,-412,476,93,-436,-121
144,-439,388,79,-436,-135
42,-424,317,92,-436,-145
-49,-358,84,111,-436,-150
-42,-190,-108,77,-436,-181
-127,-179,-246,46,-436,-170
-197,-131,-327,32,-436,-168
-334,-54,-382,-7,-426,-163
-317,-60,-427,-44,-348,-139
-539,-46,-455,-111,-274,-158
-525,-88,-615,-96,-229,-161
-664,245,-616,-61,-204,-160
-375,421,-836,-99,-162,-105
-467,294,-936,-136,-101,-46
-540,361,-1146,-99,-81,-38
-554,438,-1339,-79,-26,10
-464,345,-1367,-39,40,46
-386,270,-1181,-11,104,84
-369,150,-848,3,98,109
-190,5,-692,11,43,101
-152,117,-635,26,-17,108
-80,222,-700,-1,-75,158
-125,151,-776,-7,-101,200
-184,220,-797,12,-127,226
-249,378,-905,19,-145,285
-346,138,-1075,52,-122,344
-410,100,-1292,150,-94,344
-381,280,-1595,158,21,373
-700,284,-1635,137,142,410
-830,61,-1685,115,225,436
-684,-304,-1676,124,361,436
-847,-657,-1697,112,436,436
-1149,-889,-1562,146,436,340
-1453,-820,-1097,113,436,186
-1961,-1145,-1258,-53,436,-107
-1961,-780,-976,-200,436,-375
-1961,-594,183,-212,436,-150
-1961,-362,77,26,436,-51
-1961,363,105,264,436,-122
-1961,1099,1029,94,436,43
-1961,-13,1546,143,436,68
-1961,469,963,161,294,-168
-1961,1060,936,75,270,-213
-1961,998,836,-13,417,-100
-1961,525,1359,31,436,-93
-1961,1131,1805,-7,304,-103
-1770,639,1561,-224,48,-84
-1590,265,1282,-181,-28,-76
-1474,74,999,-67,-102,24
-1229,-105,768,-84,-234,67
-1080,-289,556,-100,-271,14
-1035,-73,429,-104,-294,-45
-725,152,223,-182,-235,-69
-399,94,181,-262,-72,-51
-394,7,222,-241,126,27
-596,-21,370,-227,215,113
-681,-133,428,-291,234,160
-816,-206,453,-345,217,164
-986,-299,452,-382,163,178
-1097,-497,434,-300,113,232
-1234,-550,487,-174,95,269
-1213,-430,509,-135,76,228
-1174,-335,495,-159,101,172
-1204,-379,548,-155,121,143
-1153,-393,555,-144,104,87
-1108,-313,572,-119,78,39
-1074,-238,569,-99,41,15
-1035,-190,551,-80,4,-2
-1007,-131,518,-75,-27,-12
-964,-143,470,-76,-43,-24
-957,-163,454,-56,-44,-45
-964,-131,447,-27,-46,-65
-991,-78,450,-1,-46,-81
-1004,5,460,7,-51,-88
-986,58,439,-8,-64,-91
-923,77,407,-23,-71,-93
-883,98,384,-31,-67,-88
-861,81,368,-26,-56,-69
-864,42,367,-5,-40,-52
-869,30,375,20,-26,-41
-877,54,388,29,-17,-33
-884,42,401,28,-11,-23
