xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-869,71,116,40,-74,-26
-789,64,149,-6,-58,-27
-768,14,134,-52,-38,-38
-820,-40,119,-43,-22,-35
-846,19,146,-6,-16,-18
-841,75,181,-7,-13,2
-822,68,214,-36,-7,14
-830,49,228,-63,-3,18
-907,45,192,-82,3,22
-1086,88,143,-77,11,43
-1113,101,164,-83,-10,72
-888,0,197,-111,-14,77
-757,-50,215,-141,2,52
-855,19,225,-177,29,24
-993,44,203,-175,12,36
-968,75,173,-167,-2,64
-918,83,167,-178,2,82
-917,59,162,-220,16,83
-997,22,150,-259,18,77
-1027,-30,107,-273,7,73
-978,-39,79,-268,4,67
-925,-34,82,-277,7,60
-835,-64,47,-290,7,51
-827,-70,23,-282,25,44
-884,-40,7,-269,36,47
-924,-50,6,-250,44,62
-904,-73,28,-228,50,73
-875,-88,50,-225,63,72
-886,-119,68,-228,74,63
-915,-144,79,-220,80,50
-921,-160,89,-209,84,40
-929,-195,113,-179,90,31
-942,-123,174,-133,106,13
-1042,379,433,-250,116,-26
-1038,159,285,-436,109,-66
-995,-134,202,-436,78,-55
-903,-437,186,-350,70,-50
-956,-277,294,-150,104,-72
-1141,-212,405,-176,72,-91
-983,-412,244,30,18,-70
-1028,81,489,137,-7,-57
-974,157,330,64,-84,-44
-1004,219,229,16,-65,-16
-1126,-15,173,-66,-63,-23
-1122,-44,121,-33,-59,-28
-1053,15,202,-48,-79,-33
-936,-28,143,-74,-77,-55
-878,-32,153,-104,-68,-71
-836,-99,122,-86,-53,-82
-851,-5,152,-42,-45,-70
-843,22,146,-32,-43,-50
-835,69,156,-26,-38,-27
-814,83,155,-52,-29,-8
-790,44,147,-82,-17,2
-800,-2,141,-104,0,4
-813,-41,133,-114,7,6
-807,-81,130,-102,19,7
-824,-68,148,-77,36,7
-916,-14,181,-58,47,16
-977,23,200,-43,47,36
-1011,28,207,-32,49,58
-1033,32,221,-26,52,75
-1083,33,238,-26,69,83
-1247,133,271,-52,84,83
-1283,70,337,-130,40,82
-959,-129,356,-158,13,66
-787,-256,400,-146,13,19
-832,-176,401,-113,7,-40
-983,32,355,-140,-50,-70
-1047,101,214,-162,-81,-72
-1006,158,123,-175,-109,-41
-808,53,57,-193,-88,-8
-721,-75,84,-205,-37,-17
-707,-162,139,-172,0,-33
-736,-113,208,-112,6,-30
-731,-83,195,-67,3,-14
-756,16,238,-25,18,3
-795,84,286,-61,29,17
-808,70,304,-96,38,28
-811,32,308,-141,43,35
-800,-77,284,-153,50,44
-849,-178,269,-110,61,55
-948,-207,263,-23,72,66
-1072,-167,283,56,84,78
-1160,-123,349,101,83,81
-1317,-44,333,108,79,55
