xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1961,-1616,123,15,-151,-436
-1961,-875,95,44,-167,-436
-1961,-344,-10,18,-178,-436
-1691,-170,40,-20,-131,-436
-1288,229,-15,-65,-100,-436
-989,460,48,-183,-10,-436
-818,508,81,-285,92,-436
-780,426,194,-301,224,-436
-963,443,334,-278,343,-436
-1097,658,345,-253,395,-436
-1170,699,440,-250,436,-436
-1351,1055,968,-111,436,-436
-1423,1870,1961,18,390,-271
-1046,1961,1961,162,93,2
-893,1961,1961,-64,-169,255
-1197,1365,1831,9,-395,435
-1016,1321,1331,89,-436,436
-1093,1266,935,77,-409,436
-962,1123,637,90,-354,436
-994,750,338,152,-322,436
-711,411,73,201,-265,436
-459,153,-163,228,-162,436
-425,394,-405,187,-44,436
-695,-367,-805,-62,108,436
-928,-1419,-796,40,237,436
-1195,-1961,-422,89,236,436
-734,-1961,-436,219,254,334
-620,-1961,-61,239,362,140
-685,-1961,364,192,392,-44
-891,-1961,803,220,380,-212
-1085,-1961,1334,186,368,-403
-1292,-1961,1792,235,336,-436
-1560,-1314,1961,279,228,-436
-1596,-346,1961,323,104,-436
-1479,862,1961,236,-126,-436
-929,1457,1947,73,-243,-436
-531,1470,1372,-88,-232,-436
-420,1026,863,-22,-168,-412
-141,1821,637,121,-90,-293
39,1961,368,122,-4,-103
70,1961,487,-110,64,44
-128,1961,392,-11,98,288
-428,1961,726,26,186,436
-988,1961,1144,9,218,436
-1583,1801,1933,164,219,436
-1961,1189,1961,303,149,436
-1961,1279,1933,425,285,436
-1961,1961,1190,141,436,436
-1961,-102,1961,-254,274,436
-1961,-1961,1276,-357,-94,436
-698,-1961,486,282,-33,318
-1306,169,1245,436,-59,-334
28,731,881,162,-190,46
15,-315,602,-152,-32,72
-3,-679,587,-115,63,-55
-190,-311,845,-60,123,-114
-276,-167,887,-103,111,-117
-411,-156,765,-188,108,-139
-377,-345,576,-190,135,-181
-490,-218,535,-91,233,-187
-483,-91,648,-50,308,-175
-626,24,732,-64,307,-162
-510,177,743,-127,349,-151
-610,198,754,-204,409,-51
-864,-83,760,-232,421,73
-996,-154,895,-178,436,92
-1397,112,1018,-197,373,167
-1290,66,798,-296,242,245
-1612,-119,555,-376,181,305
-1695,-315,368,-325,220,342
-1806,-609,650,-231,321,285
-1808,-564,958,-40,322,262
-1961,-446,1961,-436,325,169
-1411,-1961,472,-375,-166,-13
-1296,-946,115,436,-243,-209
-911,23,-223,436,-224,-135
-857,587,307,394,-144,-64
-871,255,385,134,-130,-7
-909,102,403,-70,-88,-39
-935,25,371,-167,-65,-91
-911,6,334,-182,-52,-96
-875,-56,321,-140,-41,-74
-842,-81,332,-75,-29,-57
-837,-41,355,-31,-19,-47
-828,-13,363,-21,-10,-39
-821,-25,366,-15,2,-32
