xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1961,-1183,32,-12,-385,-436
-1779,-943,-36,86,-388,-436
-1320,-327,-10,144,-380,-436
-1068,-101,55,52,-366,-436
-533,12,-22,-11,-349,-436
-233,144,61,-9,-273,-436
-60,303,89,-34,-247,-405
230,307,5,-110,-192,-343
398,208,31,-127,-113,-296
474,334,42,-76,-86,-279
768,673,-75,-26,-69,-213
991,770,-140,-34,-4,-88
939,535,-216,-63,28,-19
964,428,-469,-27,72,24
959,331,-850,-31,156,67
1035,-43,-1311,-6,394,56
556,-44,-952,15,436,36
-66,-44,-575,-112,436,33
-601,-597,22,-209,436,-22
-764,-881,433,-60,436,-56
-1264,-479,1080,16,436,-127
-1097,-324,1369,-79,436,-175
-1120,-438,1635,-58,436,-186
-1929,-57,1961,95,436,-146
-1482,895,1961,75,95,-92
-868,990,1961,-67,-212,-42
-381,1031,1364,6,-223,135
-254,1178,1005,-9,-194,248
-327,893,823,39,-87,397
-528,904,914,116,72,436
-967,640,1132,1,76,436
-1015,467,1030,41,69,436
-1151,736,1250,69,92,436
-1498,611,1362,112,42,436
-1447,943,1038,-280,9,436
-1268,-402,65,-436,-86,436
-495,-1739,227,-418,5,347
-163,-1689,988,169,193,299
-580,-439,1508,190,43,73
-39,251,1063,-22,-25,-7
29,70,885,-74,25,76
-36,-264,907,-84,111,57
-188,-212,1076,-38,154,-4
-319,20,1132,-29,142,-6
-370,-69,994,-150,122,-35
-526,-496,831,-57,101,-60
-547,-233,697,72,99,-97
-435,-67,534,21,135,-139
-513,252,528,-94,241,-198
-279,131,402,-291,282,-164
-642,-42,320,-313,436,-134
-697,-247,458,-320,436,-66
-629,-419,209,-232,436,-8
-1473,-16,721,-177,436,32
-888,-196,451,-302,315,96
-1335,-258,311,-390,286,98
-1635,-438,143,-436,166,130
-1487,-525,11,-436,83,75
-1775,-629,69,-392,22,120
-1689,-810,77,-139,-85,236
-1254,-645,132,1,-81,240
-1216,-472,158,-13,-41,159
-999,-357,124,-66,37,53
-1006,-139,256,-140,87,-26
-856,-301,-177,-117,28,-9
-742,-134,-163,22,124,15
-985,95,154,-57,120,-1
-951,-82,118,-163,24,-26
-910,-181,-24,-84,-13,-2
-860,-123,-98,17,-35,15
-907,28,-23,56,-23,17
-923,147,45,41,-26,14
-859,135,-27,20,-26,14
-872,87,-41,12,-5,12
-859,59,-46,27,-9,12
-865,76,-23,35,-8,13
-859,114,-28,28,-9,7
-857,133,-32,-5,-1,4
-877,85,-35,-15,1,5
-860,82,-45,0,-1,7
-887,96,-15,6,0,10
-871,79,-26,4,-6,7
-870,103,-21,2,0,4
-892,99,2,-5,0,4
-879,61,-31,-5,-11,6
-885,14,-29,14,-16,8
