xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1359,-882,-63,65,308,-360
-1232,-850,13,107,247,-328
-899,-840,-165,97,217,-310
-704,-926,-163,131,190,-281
-469,-602,-275,233,109,-249
-164,-727,-453,132,132,-248
-199,-879,-241,338,85,-194
70,-355,-127,255,72,-180
-94,-984,223,131,43,-178
45,-868,-189,255,5,-212
73,-735,-72,99,98,-214
-20,-232,194,189,45,-234
392,643,96,84,94,-200
202,746,475,139,61,-76
316,1115,689,92,55,29
61,390,970,9,16,78
116,-7,885,-9,-32,110
172,-285,748,-32,-44,113
221,-571,563,-77,-53,106
267,-739,366,-3,-62,119
339,-606,335,-156,-20,80
245,-983,360,-154,-17,69
357,-674,206,-45,-53,78
420,-811,142,-239,26,51
120,-1081,364,-76,-14,84
498,-473,-9,-150,0,87
231,-1117,366,-201,49,100
147,-934,154,-16,-49,145
118,-769,74,-211,18,122
-106,-1147,140,-205,-37,123
97,-475,-155,-156,-39,164
-211,-1023,-55,-322,-29,163
-224,-906,-171,-85,-80,218
-346,-670,-205,-246,-50,232
-529,-1188,-248,-206,-70,212
-641,-1621,-441,-223,-51,200
-814,-1961,-271,-180,-44,132
-737,-1961,-82,-79,-88,51
-604,-1624,-94,-89,-98,-22
-511,-1247,-147,-70,-112,-69
-531,-978,7,16,-139,-63
-560,-572,231,112,-231,-32
-392,-267,-4,136,-292,-1
-420,-148,92,137,-276,79
-511,2,61,83,-280,146
-657,-93,-70,-170,-285,150
-614,-476,-184,-228,-189,164
-870,-585,20,-76,-150,233
-1016,-556,110,53,-174,297
-1059,-547,109,123,-199,328
-1006,-511,138,155,-157,317
-1069,-493,239,186,-83,320
-1103,-371,321,171,-24,284
-1095,-243,374,76,0,230
-1045,-245,376,-31,29,181
-1046,-301,411,-99,51,131
-1040,-338,423,-121,41,87
-1015,-347,417,-108,22,50
-988,-286,402,-83,5,18
-958,-210,387,-69,-3,0
-925,-166,370,-69,-4,-9
-900,-162,356,-73,1,-17
-898,-153,368,-73,8,-25
-913,-140,378,-72,8,-32
-923,-130,375,-64,6,-38
-918,-112,377,-51,5,-42
-904,-107,376,-40,7,-41
-897,-95,385,-26,10,-41
-904,-68,400,-13,8,-38
-915,-85,443,15,-2,-29
-889,-44,422,38,-12,-22
-872,-14,407,33,-8,-15
-871,-3,414,12,1,-7
-904,-37,436,-5,3,2
-902,-88,421,-10,-1,4
-896,-101,398,-13,-1,1
-911,-108,398,-11,0,0
-903,-94,396,-17,-1,0
-898,-113,387,-16,-2,1
-902,-113,393,-9,-1,2
-893,-122,385,-6,-4,3
-892,-120,384,-3,0,2
-894,-108,397,-3,1,3
-896,-114,403,-5,0,3
-904,-120,403,-5,0,3
-902,-119,403,-7,0,1
