xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1458,-577,53,208,-171,-403
-1368,-459,41,231,-154,-406
-1165,-398,54,270,-150,-365
-965,-307,130,289,-113,-337
-821,-176,198,244,-85,-317
-676,-144,272,227,-59,-276
-476,-42,362,238,-12,-223
-526,113,475,193,-13,-181
-347,110,407,148,16,-143
-412,124,512,135,101,-104
-494,71,617,106,129,-71
-843,449,1070,291,34,165
-490,517,1961,103,-93,218
31,78,366,-10,4,-105
-489,32,1405,-133,120,-96
-620,-514,1362,-37,42,-70
-599,-662,1322,58,-32,-32
-655,-960,1273,68,-30,-106
-789,-1200,1533,144,-51,-274
-784,-596,1767,297,-133,-234
-690,-31,1961,236,-210,-248
-621,-90,1776,174,-298,-235
-420,-366,1447,247,-329,-239
-470,-323,1081,357,-346,-293
-219,9,820,376,-343,-289
-66,182,798,387,-303,-235
-94,631,835,412,-308,-213
99,1418,793,341,-348,-129
408,1667,475,141,-326,15
240,1163,481,-68,-273,59
247,688,688,74,-204,54
267,968,706,222,-201,159
457,978,446,251,-179,230
497,1016,575,217,-73,289
246,783,771,172,-98,303
344,631,561,195,-162,348
482,556,400,118,-96,374
455,155,428,112,-64,354
530,57,432,214,-53,321
464,362,548,190,-35,308
367,133,398,32,-76,358
468,-376,156,2,-87,316
575,-528,-31,111,-67,276
661,-303,68,157,7,267
551,-224,203,83,31,264
483,-313,225,43,28,295
499,-356,228,0,46,308
383,-512,216,-1,34,309
249,-457,263,21,50,340
173,-569,330,-3,47,348
-93,-490,334,2,35,359
-86,-487,291,-52,7,366
-320,-606,51,-79,-19,421
-405,-922,-31,-52,42,436
-608,-1077,209,50,96,416
-834,-988,429,133,75,380
-740,-915,471,116,56,355
-833,-932,440,84,46,320
-830,-826,431,99,49,286
-904,-539,435,93,61,299
-1086,-471,382,7,60,295
-1113,-385,301,-47,67,273
-1258,-402,267,-50,73,316
-1284,-588,287,-6,101,386
-1410,-555,372,1,119,390
-1586,-707,367,-37,74,334
-1322,-901,174,91,5,271
-1387,-542,184,123,42,181
-1327,-607,231,190,35,205
-1181,-718,254,333,58,249
-1157,-545,419,336,132,215
-1329,-393,672,153,133,112
-1397,-556,678,9,12,-21
-1386,-488,549,36,-139,-124
-1264,-185,316,82,-232,-181
-1016,168,68,44,-213,-189
-738,291,-4,-25,-97,-104
-726,105,139,-74,32,-52
-870,-29,271,-81,69,-67
-923,-32,323,-27,34,-72
-888,69,292,9,-12,-67
-830,101,197,32,-36,-54
-750,144,133,39,-12,-33
-757,198,190,8,37,-13
-821,111,262,1,49,30
-859,58,325,26,50,66
