xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-779,-310,3,-273,127,85
-997,-192,159,-245,134,42
-1080,-120,226,-193,88,34
-1034,-43,221,-147,40,43
-873,-10,171,-129,26,56
-760,-10,145,-125,59,69
-815,9,183,-136,110,75
-900,-25,255,-145,150,82
-907,-82,320,-121,182,93
-918,-169,407,-84,206,86
-1053,-181,591,-44,223,60
-1099,-194,711,0,204,41
-1197,-143,863,32,168,30
-1266,-150,851,20,111,19
-1521,-161,854,41,64,5
-1487,-197,704,58,-52,-10
-1299,-177,563,53,-129,-59
-951,-164,394,17,-172,-121
-933,-200,281,-3,-142,-206
-1202,145,285,-8,-173,-310
-1158,508,38,-58,-201,-388
-939,571,52,-19,-103,-229
-1031,421,191,-29,-37,-70
-1012,108,164,-98,-29,-49
-1011,-164,198,-86,-20,-124
-949,-111,216,0,1,-195
-1001,109,302,84,4,-188
-894,256,323,95,-17,-122
-837,219,336,47,-37,-71
-819,166,304,1,-36,-53
-883,222,282,-20,-27,-26
-905,255,274,-29,-14,33
-824,128,277,-28,9,103
-699,-85,330,-1,51,135
-730,-219,479,49,97,131
-846,-144,624,71,73,93
-927,42,613,25,19,68
-1000,112,518,-34,-12,90
-1049,34,431,-72,-9,119
-969,-99,398,-86,11,129
-907,-194,397,-99,35,108
-863,-273,388,-92,42,64
-882,-231,403,-51,44,21
-910,-137,420,-3,37,16
-1002,-57,425,21,27,21
-979,-40,394,22,20,19
-1007,-2,428,-2,21,9
-912,-44,416,-40,19,-4
-911,-54,409,-64,12,-29
-928,-18,400,-59,4,-38
-945,22,371,-46,-9,-32
-930,45,328,-43,-14,-22
-889,22,307,-43,-5,-12
-870,-22,301,-36,6,-7
-888,-40,324,-15,16,-6
-924,-10,361,4,14,0
-924,6,368,7,7,5
-917,8,360,-4,1,4
-905,-12,340,-16,-1,4
-908,-32,328,-12,4,6
-916,-32,335,-9,4,8
-904,-45,326,-11,3,6
-909,-48,325,-10,4,3
-904,-35,318,-6,5,3
-890,-50,317,0,8,7
-907,-49,344,7,12,8
-933,-34,357,-4,7,5
-935,-45,342,-21,1,0
-923,-60,317,-26,2,-4
-909,-72,310,-18,7,-5
-920,-60,330,-7,11,-6
-926,-33,353,-8,8,-7
-921,-27,355,-15,4,-7
-905,-38,344,-16,3,-5
-904,-26,339,-15,2,-4
-905,-34,337,-16,2,-1
-917,-45,336,-12,3,0
-922,-47,337,-9,3,0
-918,-38,334,-11,2,0
-917,-42,342,-12,3,0
-918,-37,346,-11,2,0
-913,-40,337,-12,-1,0
-910,-38,325,-6,1,1
-914,-32,328,-5,-1,4
-902,-64,315,-1,1,4
-918,-45,331,5,1,2
