xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1340,-378,-1035,30,436,-274
-1221,-422,-1027,-178,436,-323
-966,-317,-867,-156,436,-276
-932,-121,-573,-42,436,-191
-958,-7,-219,-150,436,-116
-872,-185,-75,-245,321,-100
-487,-161,-20,-187,194,-78
-492,-93,288,-217,162,-29
-638,-234,486,-191,-144,-30
-226,-318,456,-77,-212,-15
-604,-280,585,-121,-180,-37
-919,-814,-199,223,-411,-55
-614,-269,-673,436,-436,114
-790,-296,-1131,436,-420,366
-817,-583,-1221,436,-436,411
-511,-249,-1326,-85,-395,336
-953,-871,-1345,-436,-222,182
-941,-1239,-1920,-436,-272,-166
-207,-972,-1961,-325,-125,-136
-268,-1041,-1803,103,256,20
-646,-636,-1405,275,436,62
-887,-569,-1177,351,436,-7
-865,-377,-1008,223,378,-134
-576,-227,-876,-39,398,-232
-578,-199,-619,-185,436,-194
-709,-137,-247,-231,436,-138
-701,-179,-172,-298,348,-80
-474,-252,-102,-340,232,-60
-618,-217,588,-324,123,-125
-633,-461,290,-436,-58,-30
-267,-885,209,16,-196,-111
-295,-255,40,274,-116,-47
-658,-228,-248,297,-183,21
-818,-253,-578,436,-373,102
-750,5,-987,306,-436,190
-586,-381,-1109,47,-436,144
-674,-274,-1118,-44,-374,144
-715,-643,-1279,-200,-375,78
-600,-568,-1338,-57,-333,60
-558,-865,-1822,0,-241,56
-151,-800,-1961,38,-121,11
29,-818,-1851,-74,140,-66
-349,-669,-1621,-47,360,-154
-730,-532,-1422,47,436,-130
-775,-380,-1185,54,427,-108
-709,-343,-1128,73,436,-108
-665,-131,-916,15,436,-118
-748,-118,-681,-154,436,-86
-873,-205,-168,-294,436,-93
-975,-194,381,-400,207,-142
-618,88,489,-257,-98,-164
-231,-663,234,-436,-154,15
-435,-592,167,59,-144,-110
-457,-320,-144,314,-226,-53
-505,-238,-561,436,-312,80
-633,-339,-880,436,-436,256
-489,-363,-1047,436,-436,278
-406,-419,-904,276,-436,282
-582,-294,-696,191,-307,286
-1116,-520,-292,-24,-303,224
-1006,-531,-425,-127,-327,188
-962,-665,-446,-149,-287,157
-905,-727,-359,-17,-239,125
-972,-565,-251,88,-148,167
-975,-487,-226,108,-152,160
-862,-335,-128,75,-116,131
-898,-282,-62,45,-52,141
-961,-222,-30,-19,-15,138
-1030,-323,-33,-156,-29,84
-946,-417,-39,-197,-49,26
-868,-403,22,-99,-14,18
-927,-366,75,-15,22,29
-925,-267,107,55,2,15
-902,-192,126,83,4,22
-900,-125,144,90,16,25
-931,-77,153,41,17,24
-948,-107,153,-36,-1,-4
-885,-128,135,-63,-3,-21
-915,-146,154,-36,12,-14
-902,-106,158,-6,10,-14
-908,-83,166,-12,4,-13
-891,-91,172,-5,-1,-7
-887,-79,161,10,6,0
-910,-65,171,5,8,1
-927,-65,184,-22,4,2
-896,-108,162,-36,-1,-2
