t_mean_x_acc,t_std_deviation_x_acc,t_rms_x_acc,t_skew_x_acc,t_kurtosis_x_acc,f_mean_x_acc,f_max_x_acc,f_average_E_per_coeff_x_acc,t_mean_y_acc,t_std_deviation_y_acc,t_rms_y_acc,t_skew_y_acc,t_kurtosis_y_acc,f_mean_y_acc,f_max_y_acc,f_average_E_per_coeff_y_acc,t_mean_z_acc,t_std_deviation_z_acc,t_rms_z_acc,t_skew_z_acc,t_kurtosis_z_acc,f_mean_z_acc,f_max_z_acc,f_average_E_per_coeff_z_acc,t_mean_x_gyro,t_std_deviation_x_gyro,t_rms_x_gyro,t_skew_x_gyro,t_kurtosis_x_gyro,f_mean_x_gyro,f_max_x_gyro,f_average_E_per_coeff_x_gyro,t_mean_y_gyro,t_std_deviation_y_gyro,t_rms_y_gyro,t_skew_y_gyro,t_kurtosis_y_gyro,f_mean_y_gyro,f_max_y_gyro,f_average_E_per_coeff_y_gyro,t_mean_z_gyro,t_std_deviation_z_gyro,t_rms_z_gyro,t_skew_z_gyro,t_kurtosis_z_gyro,f_mean_z_gyro,f_max_z_gyro,f_average_E_per_coeff_z_gyro,label
-3477.5844155844156,3163.067495823279,4700.913671899257,-0.022033697535103525,-0.048609528405978875,7144.875002403252,86251.22145984885,5198088541.025641,-953.5649350649351,2558.606291494326,2730.5223383557477,0.9262484281240174,1.5564522729615486,1278.1564336956874,92483.38221616505,1271700389.8205132,-258.5064935064935,2876.5794357114205,2888.1715421946215,-0.9122790740049835,2.5577846053154794,4114.404134747801,140473.55202273314,1278307066.5897436,-663.1623376623377,8290.724167037897,8317.20454840447,0.26565460704618327,2.3403471555068824,1839.2329360214787,322716.87940346246,10632001920.205128,-1102.344155844156,11228.292912647323,11282.274787033413,-0.8672441357460425,1.2739094752286224,16571.52415069216,170162.94711094702,19547517936.17949,-1713.025974025974,11829.090937807086,11952.483022476852,-0.938400546601491,1.4181626065108235,18262.366812106007,367791.4389751428,22203086329.615387,grenade
-3151.147435897436,3141.1448321380826,4449.328153691383,0.01356427121391661,-0.1737541824794433,9745.638817318928,90079.17748287582,4578595841.86076,-905.5448717948718,2497.4284706343924,2656.5316637994797,0.7143648061610517,1.167059876296502,6115.410734126795,68344.82908981208,1213289162.063291,-165.5,2443.4258067469377,2449.024279805515,-0.7083208488993573,1.3460758806153095,4640.775965182183,127018.11969992296,928046151.1139234,31.28205128205128,7804.838794796134,7804.901484290956,0.7837681198137427,2.5049025951989456,1670.6607656035237,348180.9306865418,9382853882.556963,-1014.1025641025641,10828.000585601587,10875.38508248364,-0.8701257917887683,1.4964189592890529,31544.191155097997,149604.2375054089,18394138043.06329,-1329.224358974359,12027.595471575696,12100.821882184655,-0.7318958780858458,1.6270654898710193,28401.15340999279,265199.80242803355,22944220714.113926,grenade
-3413.3529411764707,3360.4779547830476,4789.967681062255,-0.35926580872794617,0.8895772062753315,7456.721118236776,141824.02160658917,5258629481.727272,-1040.1307189542483,2519.4592471292794,2725.7195032610225,0.5671981083624479,0.958163866022876,1222.1224495097536,105595.23830649325,1293790914.844156,-237.41176470588235,2688.2956855961597,2698.758610771939,-0.5426017357632568,1.3231032915061824,4369.669250852358,119368.41850353434,1115676342.7012987,10.104575163398692,8415.893578289248,8415.89964433568,0.4525944153831647,1.5554013032724434,1198.2579631018352,302257.91047122085,10766235195.376621,-1554.9738562091504,11785.021347294169,11887.164163486312,-0.8521450076433917,0.8454959211603192,17644.49387507035,253403.90215821803,21846770826.298702,-241.47712418300654,10963.539439149677,10966.198440448454,-0.7530073421708282,1.9968019790589873,12112.438630990455,369848.07422974845,18288785825.94805,grenade
-1717.751677852349,901.0427360350974,1939.7290632782133,-0.1346314645200445,0.16207248128827523,4078.174138288555,24694.37048399069,993601265.3199998,-3347.281879194631,952.250827600021,3480.0973574671248,0.6102601234770164,2.0525863340064934,7308.875671735297,34839.5771617831,3450830728.066666,98.3758389261745,1266.0252575303675,1269.8416272863565,0.5117145557468873,-1.151045699730642,2044.026761804199,14658.0,240092797.98666668,269.503355704698,4662.100119598091,4669.8832516340935,1.3068837170676146,2.816407027127342,15118.515027843385,290326.61856952065,3238451232.72,115.81879194630872,3612.783496325889,3614.6394818698886,-1.1270078931799605,2.0495065722323123,5687.029968005828,168981.46835616895,1935784014.866667,-89.6241610738255,2045.999145415365,2047.9611796341724,-1.9066235061860424,4.730176468069631,321.91783008674514,80859.89300328781,621950282.08,idle
-3847.855,577.6330963293221,3890.970071203324,0.21259986446442852,1.5043287931345946,7479.977561085598,36169.300131904514,5929828964.683169,-1539.875,1465.0998325626142,2125.4958327411514,-0.009100645887335791,1.3479406819938688,2654.722737638797,99972.22042437771,1364148312.60396,-891.99,524.1284002036142,1034.5804656961197,0.3070582216008899,0.26623491717914716,1755.4210650749021,26811.24850193525,369505685.16831666,-98.005,3679.1351803073235,3680.440280048027,0.4556211102903716,0.7450255844261497,864.3798642993258,141078.9540023364,2684208182.8217816,60.025,2536.3411135679285,2537.0512893908945,-0.9150988541788111,1.6918081985665747,2491.435356437131,186512.14406794423,1275336917.5544555,141.555,5209.467079939655,5211.389936955399,-0.3892597466684336,0.14593163193840475,824.5118646409314,328097.4622988698,5381905747.970298,idle
-3465.4444444444443,144.74744443739243,3468.4660903924114,-1.4922317188104077,1.2862560165794665,7263.705731877186,1019.0103178485884,2356117492.9599996,-954.5252525252525,177.231592107891,970.8395825003712,0.2916516841763076,0.6872014592075066,2405.0145818381425,6925.702049853831,181676035.84,-2109.919191919192,375.6931016153573,2143.1062276588864,1.4080994729840242,0.7511767034904961,3538.4216530747835,18931.753183490746,886467449.98,230.8181818181818,785.6408355589112,818.8458680090872,1.9559418536521396,3.72614770519346,3676.4683401770862,26311.60633403184,70938225.54,566.6464646464647,1427.930403993527,1536.2530568058944,1.4342393595051306,1.8806286497973979,4529.993804014087,56098.0,262780655.31999993,-234.989898989899,712.125322289163,749.8951441853236,-2.3078610711865633,5.820833392327387,3150.7823452320754,8622.077741323548,60527347.65999999,idle
-3713.185,156.67919700777125,3716.4890979256215,0.06335088454121576,-0.05480776191276027,7282.906695181671,8188.049240294613,5465353302.623762,-1126.625,389.7645627491037,1192.1410591872088,-0.2702834252367763,-0.38432986304476024,2268.0737844472415,21257.184955715155,532769168.5643564,-1048.015,343.5893548627489,1102.9003060113819,0.13618249754476966,-1.10214414370788,2889.629115380817,36524.27109025256,458361777.1188119,211.885,3722.461981239701,3728.4874218642603,-0.8355327823057527,2.155199964126359,3012.039684840583,287555.95895195124,2761685895.6930685,-172.93,1215.2870957514526,1227.5290261333946,0.22477394840253137,1.784544908394551,736.4550915998011,57892.66766869996,304303818.41584164,104.3,1744.5130982597982,1747.6282327772117,0.6905390215715336,2.359846694672849,407.5750428923104,104257.62817051541,606952305.8217822,idle
-3736.5416666666665,2.842815017235948,3736.5427480939293,-0.010887933532492176,-0.8331777733423609,6895.693350141131,24.269322199023193,618612820.6923077,-1135.375,13.490158449773672,1135.455140020952,-1.2126648486494802,1.4607623064588457,2134.154228986756,9.0,57120040.384615384,-597.25,9.033502458441392,597.3183126831678,0.14680268943990551,-0.8672070820560593,1119.4037096262864,15.794352607333042,15806700.615384616,-62.375,66.849216213306,91.4300734623643,0.10622169927868166,-1.2158275129351153,65.59166241438507,763.9011069447497,271479.1538461538,-61.541666666666664,61.808156936515175,87.22170028152398,0.24117786178047132,-1.1342436775783793,239.46141509225282,479.66774831637633,253515.76923076928,-4.708333333333333,38.5416216215953,38.828147007036016,-0.4241039175727354,-0.1883064644096577,17.433332536465148,520.5456546055495,33949.30769230768,idle
-3648.595,107.66536571711443,3650.183187868795,-0.9736512059845849,0.41855015694714925,7305.820187838941,2586.9813442529035,5274471938.663366,-1245.635,274.26547681944953,1275.471718620213,1.3131186951564313,1.0830783792084482,2239.943069065598,28399.73502393641,629393178.4653466,-1086.75,331.9926467559184,1136.3294768683947,0.18480958635522257,-0.5370817104339238,1594.884308420003,35880.49002942027,489558507.60396034,40.98,1209.907574817184,1210.601379480463,-1.4855724132671049,4.403278246412953,2319.875248522116,38518.420779829445,290541598.0990099,53.53,748.5358903219004,750.4474931665773,-0.9583893843512586,3.2037849271113794,3957.155059910535,22908.080922179972,112094449.46534652,2.205,611.1356665872153,611.1396444348869,-0.4741938443281793,1.685645619219823,1150.6052823826872,11062.872432518856,73959715.85148515,idle
-3729.135,424.3551776224723,3753.201988302788,-0.34760223940971646,-0.5992589791264336,7373.397766276,29975.184197430037,5543163036.128713,-1093.73,767.6425125668849,1336.233639750175,0.13968059416685177,1.07084016629869,2447.803074083607,49765.07635211228,590448713.0693069,-1596.8,740.7627622930299,1760.25558087455,-0.07030347358271974,-0.5802041870678836,3043.261829029641,45607.37562624043,1118470050.0000002,302.33,5128.496558553978,5137.4001576673,0.6276150013375692,0.20914156214390367,3451.2971871269797,400143.556044412,5244614521.544554,220.54,3030.0510224086984,3038.066340618651,-0.21804836295619104,-0.39138286453581284,3003.0917299378634,144044.03991852517,1837324852.2970297,584.44,3600.626367231124,3647.750039407854,0.20498893580732683,-0.43600748231362507,756.822319411098,197619.60962795015,2702756851.326733,idle
-3883.375,525.6779854388045,3918.7930201785343,-0.2551157407972717,-0.7012052210339483,7167.474221075432,28864.440262370215,6027236059.336634,-1126.325,528.559891946977,1244.179876464814,-0.13746444163036434,0.32980239791314814,2613.4970497753875,33274.664317328774,557742167.5742574,-1590.87,943.7759337363927,1849.7514346527753,-1.4495596499269339,2.1922520325678416,3409.745975491368,53084.708870103204,1178702524.059406,-2201.145,13225.639152569338,13407.556462868244,-0.6869664949217608,0.09368650791736588,23048.22957887993,622441.0136881435,36555964372.52476,168.33,4800.397889873297,4803.348299884155,-0.5942943505226059,1.3888000976379082,2363.0922244496287,335760.0230635732,4574360820.059406,-1437.705,7599.2413731881825,7734.045843864646,0.20741445219809834,-0.6109214698790071,9326.584392405113,395291.6260021029,12253953558.267324,idle
-3881.24,489.9986759165784,3912.0483943836894,-0.15615246554135445,-0.8793821354714222,7815.452031344917,16904.28706205936,6013496153.980199,-1049.675,593.2722725486166,1205.7319747771476,0.23532398341480346,-0.726472286067215,2106.8451844228716,37693.21563660422,506060858.18811876,-1451.38,633.6329265434365,1583.6649235239126,-0.6776815222377113,-0.4346140934534368,3909.4476517401113,35104.379822077055,913764221.4851483,-1201.105,7490.432342260025,7586.120872685855,-1.026870772878816,3.0543724355567043,4409.324536657504,672566.9336969142,11681620655.851484,-457.94,3305.0608415579886,3336.6354625580543,-0.7684971414966052,1.2647099000928126,2657.529078489122,155333.34471318236,2246117398.732673,-718.43,4030.270513886134,4093.8028872919613,0.35509965607728977,-0.8008645847504838,6524.1905408740495,132913.36549869998,3420869258.3960395,idle
-3588.3535353535353,413.01342246223174,3612.043906407864,-1.3109576276746682,4.725148553465556,6778.6587128971605,11063.245744891934,2540727174.5200005,-1478.878787878788,506.89562754753916,1563.3379821601745,-0.9067701280109726,0.20201427923672632,2464.944827435231,28167.538527737797,453894906.42,-1173.3838383838383,396.8341054062133,1238.6714412603285,0.9845402092096335,3.0058494870010914,2079.125740116763,16978.240911631266,285320495.38,-373.16161616161617,5798.684137927843,5810.678731717348,-3.4574191138029353,17.028299348067588,3600.3879181893476,170864.20826886714,3322856250.04,335.74747474747477,3213.196794984973,3230.690330270144,-1.3466865146355624,7.417516970558806,2880.856930603223,50545.27700234109,1034013965.7999998,728.4949494949495,3779.2097575271787,3848.783091163788,-0.12803577119572734,1.9548897033413173,2012.4451825524372,72121.0,1503849383.4399993,idle
-3850.735,390.5979835777445,3870.494390255591,-0.6765631947019451,0.35118496124963317,7378.010101645013,12784.307240576278,5902752419.29703,-1039.015,305.6190026405426,1083.0305374272693,-0.31414444534293195,-1.1846753297922057,2551.700844873898,6722.054863193712,446046479.2970298,-1015.455,561.2631183099421,1160.2435714107621,0.517839805259846,1.148498948055943,1942.4198588786676,42248.86594400192,470755600.841584,-276.735,3028.8865222677127,3041.5022316283116,-1.603554601323021,6.577617100208078,3226.8132326005184,118823.51188299293,1846993682.0297027,-114.33,6945.690874283134,6946.631778783154,0.5313955065685887,0.3941993103072612,5905.193330219147,199468.90500046083,9558236620.059406,81.055,1493.460964329165,1495.6589066361355,-0.49665441541587924,0.9383649763987516,1610.314372719725,62555.62973926336,444443127.57425743,idle
-3843.63,422.0926949142807,3866.7368439033967,-0.7404689693080504,0.15254420569585792,7802.085962465273,28724.738570562804,5886169548.712872,-807.195,499.08147328367136,949.0237536542486,-0.4866624804602099,0.520384850022404,1982.009495629599,19811.034486067336,307368288.32673264,-1507.235,540.1806732705271,1601.1097729387575,0.2966964347365643,1.714658744168676,2667.4394619351174,31519.076217325008,957491980.4851487,-113.165,9850.001260293067,9850.651305624415,-0.9244302898912462,3.1400245157140736,3144.6520834047133,355840.78752648353,19217573919.495045,-387.02,6782.796752048524,6793.829278102298,1.170998615034438,2.134507866989262,23378.940858388614,245109.50164429646,9171941389.564356,-123.45,4132.503831516675,4134.347326967099,-0.1202660805989962,0.8674324188271685,849.6739269448642,155575.17695586744,3387798220.2970295,idle
-3043.2903225806454,1195.6268282733508,3269.7307993166655,-0.004479955334506732,-0.36903263041035794,8647.914444698446,71290.1112766267,2434869604.2857137,-2269.9112903225805,1110.2189192146773,2526.872239452586,-0.3145221243761681,-1.0051874885887415,3889.750709431149,14281.65768609094,1408015251.2222226,-1196.3306451612902,740.6492979874221,1407.0424283443945,0.6446942756160216,1.490415844118976,3981.1746248743157,13163.404171587465,416257544.7460317,1668.0967741935483,5025.019766321828,5294.654899046774,0.365216751526568,-0.062160308434644485,6606.03531063158,206844.0,3765587436.2539687,799.0241935483871,8288.008073720719,8326.434860847437,1.0592925251118717,1.9382904065408297,31516.56077965947,336618.7630857885,8548279618.396825,-1039.9274193548388,3483.554136532315,3635.463995101233,-0.07428870873609798,1.0975519428785345,5718.704297267178,125456.0821114511,1747408602.7142856,idle
-1750.49,456.6218675227896,1809.065717435384,-0.192273091236898,0.45234019444289775,3170.5399381963957,15822.372627769444,1254838426.5742574,-3407.5,332.4338129613172,3423.6776264712776,-0.46250227784632764,1.5493516794428936,7007.533392884899,15469.658441391193,4620321839.128713,-1914.31,582.5449114875179,2000.985094897011,-1.041612448272008,0.6600265934874008,3486.390365285029,38583.70735263034,1518520187.8217826,5.175,3020.3659470956495,3020.370380433499,-0.32372067176195274,-0.2916456883039613,1517.4082414612594,63541.66320964727,1806468199.2574258,-95.505,6512.141443486544,6512.841728846172,-0.15194765967619145,-0.8127000528102486,2389.6513029978223,144147.2693765759,8401237474.663366,92.6,1483.4761069865604,1486.3633876007577,-0.4264169009907926,-0.15704321229296792,495.0592226994248,45642.08228100505,439178538.53465325,idle
-2756.7,826.8301699865577,2878.0276266915853,0.5341307022337674,-1.071349482343396,5103.104584064431,92668.75686828245,3145042814.3366337,-2004.0,1177.083378525073,2324.1216147181285,0.021675894809123845,-1.1650619726574445,6261.27517072492,25198.469271641483,1864869149.009901,-2038.955,628.6395095561526,2133.664717100604,0.40637164999128805,-0.8504978331978812,4261.533918252743,29501.21603230222,1724725415.4554458,604.73,3542.8034855323262,3594.0443667267105,1.0384256671865402,2.941335208420411,2812.794383544099,120946.0,2630271570.3960395,-143.1,2685.742307072665,2689.551886467335,0.1426291446618946,0.1761836649067483,4285.465431270617,55583.39125715314,1436481600.9702973,894.255,2978.2676004642362,3109.625364091308,1.012752908178712,2.158731880125509,1326.0966047404372,178851.0,2073172530.1089115,idle
-3220.469387755102,8.654601326170495,3220.4810168035206,0.21597660770567595,0.4918666838643184,6289.14076817759,224.09960228968438,996075069.1600002,-789.5102040816327,16.081580855609115,789.6739704408628,-0.15043053907090995,-1.252244844198901,1574.704914687571,204.82235652928844,59876682.64,-2719.8571428571427,26.405008801284627,2719.985312835497,0.13642727473201138,-0.4439346408470408,5356.628935470489,560.2893325530397,710501181.88,10.510204081632653,364.9550781665467,365.10638650862813,-0.759236647752544,-0.4632795464255528,150.37555742275245,6825.24583530238,6406498.88,-23.408163265306122,105.30517718291141,107.87549512739022,-1.149595879687997,0.48179559623631274,118.43351730936955,1876.5033747316495,585126.8000000002,-8.122448979591837,116.07521007520296,116.35905023430094,-0.5387200617501529,-0.36940834022353597,330.1830313585092,1415.7974503519645,653331.4400000002,idle
-2632.12,979.2377421239441,2808.3735951614417,0.596628554582167,-1.0558628204599496,6508.490044108337,120665.7630898502,2933667784.6534653,-1862.425,1258.1140704940074,2247.54930869158,-0.1825714441403305,-1.7382234631975957,5046.093090479991,16847.8083254623,1687153641.514852,-1911.245,981.2866426151943,2148.436856181722,1.1025299056379552,0.21354228860612023,5813.829997834196,82468.95108056601,1637366981.7920792,-899.475,5159.022953949227,5236.847631447758,0.1726042202384526,0.9351385244224004,2920.516975574822,468852.6828026889,5590929716.564357,-333.335,3442.53323771536,3458.633735306472,-0.5509396916483562,-0.11174421560970194,5126.447125926234,260123.0769952296,2391932745.237624,-812.22,3058.9553203013606,3164.95007543563,-0.4103003821714248,-0.47167078851901234,2264.9775070770784,298037.35128622485,2114186806.1188118,idle
-2347.5,237.97846541231414,2359.5317332047052,0.2648189647799933,-0.6546069307139559,3912.6050628174444,2247.9219064536237,245427149.07692307,-3384.8333333333335,403.4310831962367,3408.790596873521,0.6689519472838826,-0.7061028463305679,6145.789620432867,6376.070859087121,511244739.0769231,-781.5,461.39606991535305,907.5398522011766,0.3813166843356924,-1.4723427782017746,1321.6519336079052,6689.727870427196,31801940.923076928,-1514.4166666666667,3096.750042607393,3447.2189757348847,0.110088145494896,-1.047472344080711,6837.326577358355,17479.30989501519,314170566.3076923,5702.166666666667,2758.289334996522,6334.261184226618,0.015811162365161033,-1.2557858816629424,12263.419493660973,136852.0,1609218907.076923,-150.16666666666666,1673.9210123406529,1680.643205244151,0.8940416725724984,0.1432380136100413,3061.6943010222353,9084.138348771521,63086707.07692309,idle
-3637.12,466.18994583753096,3666.87536739388,0.318227966382455,1.2562366455940461,7021.137232759366,17453.862374197895,5282102967.782178,-1303.95,488.22484318190936,1392.3537984291206,-0.16716716536736914,-0.28213130538880815,2595.609523245645,19591.191797365642,720581234.7326735,-1320.37,501.8052242653518,1412.5103256259756,0.25499028418967107,-0.7544659287672872,3389.2034130018897,40250.40887957144,740309712.2574258,-182.155,4455.667237460064,4459.389080916802,-0.8586816705508642,0.8916620930179802,1994.5701443361233,173679.15530896318,3944422094.069307,-369.47,2637.751970731896,2663.5021193909347,-0.5351315298102023,0.21316885862000579,4585.486472868166,154574.9027243806,1431853380.7920792,32.66,2655.7376215281506,2655.9384386690895,0.37693453910075686,0.5554102178240465,1805.0062381796472,135601.38071758693,1397048785.7623758,idle
-3641.8333333333335,62.34892853039969,3642.3670074096963,-0.6653866686177833,-0.5915959995622231,6861.201173857321,96.06833560709993,587737183.9999999,-1330.5416666666667,95.35459225380228,1333.9541315202707,0.5439142920663753,-0.6443168428459312,2239.2125890946445,607.7671760853152,78642160.6923077,-1256.6666666666667,64.39181279910945,1258.3153089216814,-0.5001271355715058,0.08379472170312052,2460.2681469937165,125.32374322263036,70063290.61538461,-229.75,890.354107925605,919.5191678263157,-0.6831365616183427,-0.7610991467405235,772.4612139045023,13692.911657440578,19904182.3076923,-162.66666666666666,508.9768058456975,534.3386878500688,-0.6897386013285853,-0.5476081271555122,426.1427205140224,5671.702779219776,6918303.384615382,128.41666666666666,778.5335529413974,789.0534413671443,2.615487973226111,6.03236789740024,3143.7828114565586,6453.792484955194,14275152.307692306,idle
-3539.155,239.23490751769484,3547.231519791174,-0.14130931156016832,0.22238839706753977,7222.210846744536,15741.203342880443,4971974741.000001,-1395.645,565.9766947277953,1506.0393703353177,-0.1384872568394804,-0.4668970478780765,2937.431074099334,44018.810184040696,834849758.7425742,-1563.76,582.7702398029604,1668.8218868411332,-0.2088345563687986,-1.0342741932442483,2967.6456048559007,47781.43471326029,1035705429.8019804,-568.75,6627.594352214082,6651.953356721618,-0.015040123545121218,-0.8118710734924206,3813.4242232947963,270527.7817783554,8826197302.594059,-602.685,2022.193414531607,2110.0936981565533,-1.0685966257059143,2.229659492626883,1901.042379001157,78220.69415377473,953609953.4356436,96.34,1714.3108190757007,1717.0157192058552,0.11372979230006669,-0.34847073045657684,1559.6000119675032,99330.3886528627,585630693.7029704,idle
-3520.0833333333335,67.6368468776861,3520.7330794405116,0.9070802422158293,0.4251558045308568,6334.133446026658,800.073073923724,549117511.5384614,-1742.7083333333333,238.09880287509966,1758.8983412920713,-2.023894263457136,3.095611004151725,3944.4233081813813,398.9773069823821,135825698.84615386,-804.0833333333334,146.84711910313015,817.3824584203734,-1.063025690690389,0.09826502641520962,1664.2196619060335,379.75494095245836,29124888.15384616,983.875,1443.8902691600217,1747.234708045831,1.526478340637242,0.791948800078349,5766.029961160394,23613.0,89171012.07692307,315.7083333333333,513.0312270520728,602.389236014943,-1.5778831588496265,2.4447666586757393,352.57962337905815,7577.0,10250957.0,-169.83333333333334,351.25200671629227,390.1555245454476,-0.07452240429735286,-1.0562463081003866,431.09927485211904,3817.95052934026,4017494.9230769235,idle
-3658.3557046979868,139.6685469401367,3661.020863789316,0.8015946203078894,1.8553517272137956,7192.109476636811,6530.482842165005,3964601331.2266674,-1261.523489932886,330.3736868126091,1304.0660599028731,0.5509718619830403,-0.12169403556629588,3109.2844844713195,6663.322886424233,487242357.89333344,-1061.1744966442952,397.2738938467127,1133.1009924364212,0.8161313775591503,0.5336059067093504,1840.524082752122,27544.42015003491,356697424.09333336,1057.9530201342282,3949.4784284577745,4088.7216155742894,0.3715901059743589,-0.16737917174180605,7332.191016470232,271361.5313594812,2639981451.0133333,456.06040268456377,1159.095928812815,1245.5900060161243,0.753353025079796,0.5788128149350817,2573.373819312889,67953.0,260415591.8933333,211.80536912751677,1034.356368157035,1055.8194025202677,0.7192367356181817,0.32234914285594485,2228.947943183863,50389.31859681316,171630917.29333332,idle
-3546.545,405.471981738566,3569.6482971015507,1.5096253719397057,3.094204560455764,7162.746287807574,26113.58648467824,5013934749.158415,-1540.44,557.5054317224183,1638.2208947513764,0.3263143110367376,0.6046586108678782,3687.0040037331437,25358.621678867155,1001331365.5643563,-1388.705,591.9286172968832,1509.5963251810067,-0.49265871607748846,1.9082638044748288,2412.6594735128856,39204.78185924324,833145078.4653466,-531.055,4873.660999902948,4902.508638952103,-2.061600578717442,6.548054804921481,1133.9590454652073,175598.2187799179,4815173706.742575,-108.57,3138.9633838418695,3140.8404241540193,-1.2390265245235392,4.499125202255071,867.2644668464039,123585.3814781932,1955777045.643564,-157.645,3411.180921466201,3414.8216973950484,-0.03168837150700661,-0.08030083285554257,5274.930181961836,187732.1162504362,2314050633.990099,idle
-3613.4583333333335,10.356073768030473,3613.4731734164016,0.9873350237460295,0.24039835848990476,6684.692338563132,46.70305011886892,578531510.8461537,-1361.75,29.18225773765057,1362.0626515203576,-0.051071641026527836,-1.1454936135714464,2496.3908167187724,482.2082463002036,82181418.15384616,-1163.2083333333333,8.067316606048273,1163.236308036047,0.39088281101969463,-1.1139224491627102,2151.8498047903995,66.16914085467918,59952125.61538463,138.70833333333334,210.49178114728272,252.08488980235737,-0.27649135151690357,-1.2653455281514716,244.0771674511672,3329.0,1835449.0000000002,65.125,85.98803817004627,107.86662288833064,-0.8349082736236834,-0.13840493525509467,131.7887050766886,1563.0,352132.99999999994,68.91666666666667,61.25487508943449,92.20448289897116,-0.35520678107157155,-0.9208455246162277,68.64471040505937,1654.0,293632.30769230763,idle
-3932.125,444.0370022588208,3957.1171166646054,-0.513316814132731,-0.41297253779631093,7569.3615563249095,16443.10920147765,6162452257.554456,-1299.055,828.7721652993663,1540.9111574000624,0.22132208856989632,-1.2870486912898718,2733.093008087623,81698.12669950996,804348733.7128713,-1490.86,543.6330751527173,1586.8838835907309,0.5070022120596903,0.3126357388093881,2494.1540580308356,45444.99462789395,938785420.0396041,-182.14,9842.148525621833,9843.83373386609,-0.35277330901411497,1.8683591362013603,8852.118718448519,480965.03559233545,19195003279.12871,-497.245,3366.870255144234,3403.390648309418,-1.224264770275696,1.4515347100149452,3490.632748020035,194774.40590018005,2342779258.4653463,-286.135,6015.750849792152,6022.551911357842,0.09158225945827021,-0.6586509752651066,3889.9300469944064,200678.8159365214,7198762332.722774,idle
-3686.343434343434,182.9883896309283,3690.8823696599525,-2.425423331269661,7.631233516647567,7352.770461809356,7040.37413318707,2667022694.4999995,-1268.1515151515152,497.31798586353267,1362.1796667269866,0.1973043655065427,-0.220875056174632,1901.4354937186488,25224.606069048794,339481324.98,-1175.888888888889,267.8686504930117,1206.013388370665,0.16011633225726726,0.5404259750232372,2008.6713342834973,12209.543169828456,278072303.08000004,-443.4949494949495,4226.3982501849505,4249.603503786434,-2.2301869556876386,7.611022260245024,3826.5601142321666,106694.79184418311,1789252693.72,10.787878787878787,1478.8416998402533,1478.881047114727,-2.3115096117627267,7.913150956205053,3252.549841092093,36554.42845227865,214368013.98,611.8282828282828,2172.0700783028774,2256.5952833255838,1.5351754009946765,4.392319064083662,3863.7086294581177,60571.0,535777165.3599999,idle
-3793.23,324.6453096842768,3807.097110660562,-0.12122285545354518,-0.15037370131616346,7678.12242818708,11819.75728078605,5719323438.9108925,-1187.7,665.8019525354367,1361.5886052695946,-0.5554580138148926,-0.5532423597766316,1853.8113670170767,76033.37261584016,646447786.6336633,-1203.65,472.78074992537506,1293.1724401641104,0.36832965663060324,-0.2965947287590307,2323.52357731954,34216.66162447599,618033618.0,-157.52,5680.370992250419,5682.554633261347,-0.9138676312192687,2.686775807437545,2966.9874310249224,425527.5884453476,6399255511.782177,-3.485,1880.5391486951287,1880.542377879318,-0.3478164147550378,-0.06048230837248747,1295.1596621065135,91136.36526473274,700302212.0495046,-94.955,3237.389615566066,3238.7818659181107,1.1010069362837362,1.2606512045751161,1945.809632665124,216120.18683522416,2078957216.6831686,idle
-3629.5,80.30255288594503,3630.3882368143495,-0.26310296557713947,-1.1315986046368094,6722.812293898339,971.9969658857158,583820389.5384616,-1308.75,88.42758336627774,1311.733966930795,0.24941198673396303,-0.4769530466826284,2215.576775024567,767.7322966309666,76065558.92307693,-1076.9583333333333,181.40435477285422,1092.1294756880554,-0.0825820895523692,-1.050063366355478,1692.6500005842609,2606.9602146318475,52120917.307692304,368.6666666666667,2480.10847657024,2507.3598000021193,0.9421615968046942,-0.37888922333094754,3191.4779795740674,34661.17273831247,142289360.15384617,467.5416666666667,1916.35065465515,1972.5605292782948,1.7773021749536928,2.108058085073589,2861.672389860084,15593.729656267129,91056938.23076922,347.5416666666667,877.7655333841848,944.064373687868,0.9847061767737301,-0.14023004497010527,1579.701676470702,8341.0,22421955.769230768,idle
-3324.93,1327.687751355717,3580.211483976889,0.43709941353790144,-0.3171565738403981,7209.101471724159,121285.41092880412,4727341608.019803,-2066.865,1371.8317851599006,2480.696147253831,-0.634228212523935,-0.08270373872578451,3228.234769745175,100737.14712530292,2064512786.1881187,-1188.055,557.5347719873622,1312.3717861185526,-0.33446209123770226,-0.2873123232253514,2388.210066404694,22634.852923345617,620553359.1386138,73.88,4216.818562091568,4217.465712960806,-1.1504090726525442,3.7632534958200274,2533.9694427669583,192809.7201991931,3523262437.881188,31.865,2518.1849409396045,2518.3865420145494,-0.35522628584418214,1.5291722119228357,1452.9892468117564,153740.4647398007,1256096338.0693069,-203.93,4330.13994636432,4334.939376738734,0.2482226816999832,0.9375372922112661,2291.4496847793093,166860.80856772623,3729394523.9207926,idle
