xAcc,yAcc,zAcc,xGyro,yGyro,zGyro
-1091,-551,278,99,-219,-225
-1051,-442,311,79,-210,-242
-919,-351,315,56,-212,-232
-757,-304,274,43,-167,-229
-698,-193,329,41,-146,-208
-566,-127,377,45,-146,-163
-457,-72,378,57,-126,-108
-335,0,354,59,-83,-50
-405,-94,602,64,-26,11
-563,-512,885,254,-142,21
-448,586,1816,176,-217,20
-92,-454,1215,-359,-185,-26
26,-843,297,-115,-140,-28
123,-725,556,34,50,-49
-90,-438,1360,11,139,21
-42,-605,1434,27,149,39
-303,-488,1797,-27,147,33
-571,-498,1961,-21,50,61
-870,-750,1961,-4,-125,14
-745,-602,1961,77,-233,-21
-850,-353,1961,84,-296,10
-859,-458,1773,53,-365,32
-849,-526,1564,64,-394,44
-889,-572,1430,76,-417,57
-826,-607,1255,63,-436,79
-704,-700,998,65,-436,65
-734,-635,893,108,-436,95
-450,-692,654,116,-436,103
-362,-616,598,124,-436,101
-199,-517,565,134,-436,152
-165,-506,561,125,-436,203
33,-636,298,92,-436,200
151,-633,312,84,-366,187
121,-814,379,88,-347,179
89,-803,426,162,-366,168
78,-620,386,152,-409,175
-109,-551,242,136,-436,220
-44,-526,-67,136,-436,261
-132,-640,-233,12,-368,299
-362,-1176,-483,-97,-341,223
-156,-1640,-1032,61,-341,143
87,-1299,-900,145,-197,101
-14,-1193,-811,9,-112,81
37,-1543,-941,4,-36,69
169,-1373,-773,53,49,8
71,-1117,-577,44,90,-29
171,-960,-485,29,118,-51
252,-781,-375,32,166,-54
231,-594,-275,34,225,-46
148,-436,-94,32,221,-20
278,-339,-66,39,229,46
205,-271,-36,56,262,123
11,-187,127,67,294,223
-312,-338,169,64,266,284
-123,-570,185,86,323,260
-485,-429,347,162,349,307
-575,-515,518,189,336,355
-843,-613,602,164,309,339
-896,-704,586,147,276,337
-1022,-795,574,203,293,341
-1203,-740,593,276,289,320
-1101,-667,625,364,279,317
-1326,-361,770,379,311,296
-1529,-310,780,299,227,243
-1162,-592,541,347,210,202
-1368,-403,503,436,224,168
-1214,-125,486,436,164,105
-1243,158,431,436,152,89
-1178,333,409,436,122,116
-1122,349,442,436,104,93
-1147,321,437,436,100,56
-1037,354,410,372,47,29
-1003,323,314,331,25,7
-906,331,199,295,-11,4
-852,220,18,314,-7,10
-931,512,166,286,5,2
-868,429,115,157,-31,16
-852,182,32,119,0,22
-947,183,116,98,19,-2
-925,181,113,64,3,-8
-901,76,99,59,11,0
-920,22,163,86,26,-8
-934,97,231,100,17,-20
-979,250,271,79,-10,0
-891,185,229,39,-20,7
-926,176,209,-26,-18,0
